"","V1","V2","V3","V4","V5"
"1",0.135416666666667,0.15625,0.427083333333333,0.145833333333333,0.135416666666667
"2",0.0898876404494382,0.536516853932584,0.199438202247191,0.0842696629213483,0.0898876404494382
"3",0.0484330484330484,0.601139601139601,0.11965811965812,0.108262108262108,0.122507122507123
"4",0.1171875,0.28125,0.2578125,0.1484375,0.1953125
"5",0.116788321167883,0.102189781021898,0.109489051094891,0.116788321167883,0.554744525547445
"6",0.232974910394265,0.0967741935483871,0.0716845878136201,0.046594982078853,0.551971326164875
"7",0.0994475138121547,0.458563535911602,0.209944751381215,0.121546961325967,0.110497237569061
"8",0.0615384615384615,0.123076923076923,0.676923076923077,0.0730769230769231,0.0653846153846154
"9",0.0414507772020725,0.430051813471503,0.0595854922279793,0.158031088082902,0.310880829015544
"10",0.128865979381443,0.0927835051546392,0.108247422680412,0.149484536082474,0.520618556701031
"11",0.0371517027863777,0.232198142414861,0.535603715170279,0.145510835913313,0.0495356037151703
"12",0.0593607305936073,0.0593607305936073,0.730593607305936,0.0867579908675799,0.0639269406392694
"13",0.0641711229946524,0.0962566844919786,0.711229946524064,0.0641711229946524,0.0641711229946524
"14",0.0518867924528302,0.0566037735849057,0.773584905660377,0.0613207547169811,0.0566037735849057
"15",0.137313432835821,0.617910447761194,0.0686567164179104,0.0955223880597015,0.0805970149253731
"16",0.0528301886792453,0.0981132075471698,0.750943396226415,0.0490566037735849,0.0490566037735849
"17",0.236413043478261,0.0896739130434783,0.0625,0.0434782608695652,0.567934782608696
"18",0.0790190735694823,0.662125340599455,0.0844686648501362,0.14441416893733,0.0299727520435967
"19",0.0833333333333333,0.166666666666667,0.5,0.113095238095238,0.136904761904762
"20",0.0913461538461538,0.235576923076923,0.427884615384615,0.0721153846153846,0.173076923076923
"21",0.210065645514223,0.0940919037199125,0.12253829321663,0.115973741794311,0.457330415754923
"22",0.0541666666666667,0.2375,0.566666666666667,0.0791666666666667,0.0625
"23",0.0827067669172932,0.120300751879699,0.62406015037594,0.0902255639097744,0.0827067669172932
"24",0.0748502994011976,0.287425149700599,0.410179640718563,0.0778443113772455,0.149700598802395
"25",0.0755555555555556,0.622222222222222,0.128888888888889,0.106666666666667,0.0666666666666667
"26",0.0606060606060606,0.178451178451178,0.545454545454545,0.124579124579125,0.0909090909090909
"27",0.032520325203252,0.0813008130081301,0.688346883468835,0.0596205962059621,0.138211382113821
"28",0.067741935483871,0.412903225806452,0.154838709677419,0.174193548387097,0.190322580645161
"29",0.026530612244898,0.78469387755102,0.0612244897959184,0.104081632653061,0.023469387755102
"30",0.0436363636363636,0.243636363636364,0.349090909090909,0.0763636363636364,0.287272727272727
"31",0.0434782608695652,0.722826086956522,0.0978260869565217,0.0815217391304348,0.0543478260869565
"32",0.0769230769230769,0.102564102564103,0.532051282051282,0.179487179487179,0.108974358974359
"33",0.108695652173913,0.16304347826087,0.434782608695652,0.16304347826087,0.130434782608696
"34",0.0402061855670103,0.622680412371134,0.138144329896907,0.141237113402062,0.0577319587628866
"35",0.040590405904059,0.586715867158672,0.105166051660517,0.208487084870849,0.0590405904059041
"36",0.0795454545454545,0.193181818181818,0.534090909090909,0.0909090909090909,0.102272727272727
"37",0.0526315789473684,0.723684210526316,0.0774853801169591,0.0950292397660819,0.0511695906432749
"38",0.0440835266821346,0.473317865429234,0.338747099767981,0.0719257540603248,0.0719257540603248
"39",0.126712328767123,0.462328767123288,0.160958904109589,0.167808219178082,0.0821917808219178
"40",0.09,0.34,0.36,0.12,0.09
"41",0.0534188034188034,0.72008547008547,0.0683760683760684,0.117521367521368,0.0405982905982906
"42",0.0709219858156028,0.347517730496454,0.326241134751773,0.156028368794326,0.099290780141844
"43",0.0674157303370786,0.471910112359551,0.174157303370787,0.185393258426966,0.101123595505618
"44",0.0604026845637584,0.345637583892617,0.436241610738255,0.0570469798657718,0.100671140939597
"45",0.0647773279352227,0.42914979757085,0.105263157894737,0.295546558704453,0.105263157894737
"46",0.0833333333333333,0.234848484848485,0.446969696969697,0.121212121212121,0.113636363636364
"47",0.112676056338028,0.126760563380282,0.211267605633803,0.140845070422535,0.408450704225352
"48",0.104838709677419,0.435483870967742,0.241935483870968,0.0967741935483871,0.120967741935484
"49",0.0520094562647754,0.709219858156028,0.118203309692671,0.08274231678487,0.0378250591016548
"50",0.0630914826498423,0.618296529968454,0.148264984227129,0.0725552050473186,0.0977917981072555
"51",0.112676056338028,0.204225352112676,0.415492957746479,0.133802816901408,0.133802816901408
"52",0.169354838709677,0.120967741935484,0.17741935483871,0.193548387096774,0.338709677419355
"53",0.0597014925373134,0.513432835820895,0.247761194029851,0.119402985074627,0.0597014925373134
"54",0.0611111111111111,0.372222222222222,0.333333333333333,0.1,0.133333333333333
"55",0.0541176470588235,0.668235294117647,0.138823529411765,0.0964705882352941,0.0423529411764706
"56",0.128205128205128,0.243589743589744,0.230769230769231,0.269230769230769,0.128205128205128
"57",0.0872865275142315,0.590132827324478,0.166982922201139,0.10246679316888,0.0531309297912713
"58",0.0658682634730539,0.191616766467066,0.520958083832335,0.125748502994012,0.0958083832335329
"59",0.0320366132723112,0.0732265446224256,0.762013729977117,0.0411899313501144,0.091533180778032
"60",0.0481481481481481,0.155555555555556,0.633333333333333,0.0407407407407407,0.122222222222222
"61",0.0317848410757946,0.0733496332518337,0.750611246943765,0.0440097799511002,0.100244498777506
"62",0.0480769230769231,0.480769230769231,0.240384615384615,0.0697115384615385,0.161057692307692
"63",0.0670391061452514,0.363128491620112,0.368715083798883,0.0949720670391061,0.106145251396648
"64",0.0928571428571429,0.542857142857143,0.114285714285714,0.157142857142857,0.0928571428571429
"65",0.0488431876606684,0.591259640102828,0.102827763496144,0.16452442159383,0.0925449871465296
"66",0.136690647482014,0.399280575539568,0.122302158273381,0.219424460431655,0.122302158273381
"67",0.0685714285714286,0.64,0.0685714285714286,0.154285714285714,0.0685714285714286
"68",0.1,0.136363636363636,0.536363636363636,0.118181818181818,0.109090909090909
"69",0.0341463414634146,0.075609756097561,0.731707317073171,0.0341463414634146,0.124390243902439
"70",0.0777385159010601,0.208480565371025,0.395759717314488,0.208480565371025,0.109540636042403
"71",0.0565110565110565,0.660933660933661,0.12039312039312,0.0786240786240786,0.0835380835380835
"72",0.0553191489361702,0.251063829787234,0.493617021276596,0.0808510638297872,0.119148936170213
"73",0.0580357142857143,0.0491071428571429,0.772321428571429,0.0625,0.0580357142857143
"74",0.0815217391304348,0.141304347826087,0.608695652173913,0.103260869565217,0.0652173913043478
"75",0.0553191489361702,0.0936170212765957,0.714893617021277,0.0553191489361702,0.0808510638297872
"76",0.112068965517241,0.189655172413793,0.431034482758621,0.137931034482759,0.129310344827586
"77",0.0539419087136929,0.240663900414938,0.50207468879668,0.0788381742738589,0.12448132780083
"78",0.079136690647482,0.651079136690647,0.0755395683453237,0.0899280575539568,0.10431654676259
"79",0.0559210526315789,0.266447368421053,0.473684210526316,0.125,0.0789473684210526
"80",0.0769230769230769,0.343589743589744,0.405128205128205,0.102564102564103,0.0717948717948718
"81",0.0521739130434783,0.18695652173913,0.573913043478261,0.108695652173913,0.0782608695652174
"82",0.132743362831858,0.309734513274336,0.31858407079646,0.150442477876106,0.0884955752212389
"83",0.0521327014218009,0.37914691943128,0.303317535545024,0.14218009478673,0.123222748815166
"84",0.0845771144278607,0.646766169154229,0.139303482587065,0.0696517412935323,0.0597014925373134
"85",0.0682926829268293,0.658536585365854,0.0536585365853659,0.146341463414634,0.0731707317073171
"86",0.103448275862069,0.301724137931034,0.344827586206897,0.103448275862069,0.146551724137931
"87",0.0687830687830688,0.153439153439153,0.624338624338624,0.0846560846560847,0.0687830687830688
"88",0.0469314079422383,0.0433212996389892,0.8014440433213,0.0469314079422383,0.0613718411552347
"89",0.0545977011494253,0.272988505747126,0.508620689655172,0.120689655172414,0.0431034482758621
"90",0.0602006688963211,0.468227424749164,0.307692307692308,0.103678929765886,0.0602006688963211
"91",0.159420289855072,0.289855072463768,0.202898550724638,0.202898550724638,0.144927536231884
"92",0.0789473684210526,0.388157894736842,0.282894736842105,0.184210526315789,0.0657894736842105
"93",0.0470588235294118,0.643137254901961,0.1,0.168627450980392,0.0411764705882353
"94",0.122905027932961,0.335195530726257,0.212290502793296,0.229050279329609,0.100558659217877
"95",0.0782608695652174,0.547826086956522,0.0782608695652174,0.21304347826087,0.0826086956521739
"96",0.0752688172043011,0.193548387096774,0.379928315412186,0.139784946236559,0.211469534050179
"97",0.051150895140665,0.335038363171355,0.242966751918159,0.0869565217391304,0.283887468030691
"98",0.0408719346049046,0.373297002724796,0.32425068119891,0.0544959128065395,0.20708446866485
"99",0.132743362831858,0.265486725663717,0.389380530973451,0.0973451327433628,0.115044247787611
"100",0.0540540540540541,0.324324324324324,0.203931203931204,0.0737100737100737,0.343980343980344
"101",0.913894324853229,0.0195694716242661,0.0195694716242661,0.025440313111546,0.0215264187866928
"102",0.917159763313609,0.019723865877712,0.019723865877712,0.0236686390532544,0.019723865877712
"103",0.0415094339622641,0.0490566037735849,0.0216981132075472,0.861320754716981,0.0264150943396226
"104",0.0657276995305164,0.211267605633803,0.206572769953052,0.291079812206573,0.225352112676056
"105",0.908023483365949,0.025440313111546,0.0195694716242661,0.0234833659491194,0.0234833659491194
"106",0.915187376725838,0.0216962524654832,0.019723865877712,0.0236686390532544,0.019723865877712
"107",0.0557103064066852,0.136490250696379,0.0445682451253482,0.693593314763231,0.0696378830083565
"108",0.0628571428571429,0.157142857142857,0.06,0.637142857142857,0.0828571428571429
"109",0.909980430528376,0.0215264187866928,0.0195694716242661,0.025440313111546,0.0234833659491194
"110",0.911242603550296,0.0216962524654832,0.0216962524654832,0.0236686390532544,0.0216962524654832
"111",0.0626865671641791,0.516417910447761,0.247761194029851,0.107462686567164,0.0656716417910448
"112",0.911937377690802,0.0195694716242661,0.0215264187866928,0.025440313111546,0.0215264187866928
"113",0.921104536489152,0.019723865877712,0.019723865877712,0.019723865877712,0.019723865877712
"114",0.0565693430656934,0.0401459854014599,0.0328467153284672,0.846715328467153,0.0237226277372263
"115",0.911242603550296,0.019723865877712,0.019723865877712,0.0256410256410256,0.0236686390532544
"116",0.921104536489152,0.019723865877712,0.019723865877712,0.019723865877712,0.019723865877712
"117",0.0630914826498423,0.141955835962145,0.0347003154574132,0.712933753943218,0.0473186119873817
"118",0.917159763313609,0.0216962524654832,0.019723865877712,0.0216962524654832,0.019723865877712
"119",0.0842266462480858,0.240428790199081,0.0826952526799387,0.493108728943338,0.0995405819295559
"120",0.908023483365949,0.0234833659491194,0.0195694716242661,0.0234833659491194,0.025440313111546
"121",0.066147859922179,0.202334630350195,0.428015564202335,0.155642023346304,0.147859922178988
"122",0.0657276995305164,0.140845070422535,0.0422535211267606,0.725352112676056,0.0258215962441315
"123",0.911937377690802,0.0195694716242661,0.0215264187866928,0.025440313111546,0.0215264187866928
"124",0.0525114155251142,0.0844748858447489,0.0296803652968037,0.792237442922374,0.0410958904109589
"125",0.0619469026548673,0.0530973451327434,0.0353982300884956,0.820796460176991,0.0287610619469027
"126",0.0361216730038023,0.0798479087452472,0.0342205323193916,0.821292775665399,0.0285171102661597
"127",0.0531645569620253,0.0481012658227848,0.0430379746835443,0.825316455696202,0.030379746835443
"128",0.0380952380952381,0.0304761904761905,0.019047619047619,0.883809523809524,0.0285714285714286
"129",0.909980430528376,0.025440313111546,0.0215264187866928,0.0215264187866928,0.0215264187866928
"130",0.0552763819095477,0.165829145728643,0.0628140703517588,0.660804020100503,0.0552763819095477
"131",0.054726368159204,0.0920398009950249,0.0373134328358209,0.766169154228856,0.0497512437810945
"132",0.917159763313609,0.019723865877712,0.0216962524654832,0.0216962524654832,0.019723865877712
"133",0.908023483365949,0.0215264187866928,0.0234833659491194,0.025440313111546,0.0215264187866928
"134",0.915187376725838,0.0216962524654832,0.019723865877712,0.0236686390532544,0.019723865877712
"135",0.0625,0.125,0.0494791666666667,0.716145833333333,0.046875
"136",0.0554323725055432,0.152993348115299,0.0798226164079823,0.656319290465632,0.0554323725055432
"137",0.0566502463054187,0.184729064039409,0.0541871921182266,0.652709359605911,0.0517241379310345
"138",0.0476190476190476,0.174603174603175,0.0634920634920635,0.647619047619048,0.0666666666666667
"139",0.0454545454545455,0.162679425837321,0.248803827751196,0.401913875598086,0.141148325358852
"140",0.913214990138067,0.0216962524654832,0.0216962524654832,0.0216962524654832,0.0216962524654832
"141",0.915187376725838,0.019723865877712,0.019723865877712,0.0236686390532544,0.0216962524654832
"142",0.911242603550296,0.0256410256410256,0.019723865877712,0.0236686390532544,0.019723865877712
"143",0.0535279805352798,0.218978102189781,0.0559610705596107,0.625304136253041,0.0462287104622871
"144",0.917159763313609,0.0216962524654832,0.019723865877712,0.019723865877712,0.0216962524654832
"145",0.915187376725838,0.0216962524654832,0.019723865877712,0.0236686390532544,0.019723865877712
"146",0.911937377690802,0.0234833659491194,0.025440313111546,0.0195694716242661,0.0195694716242661
"147",0.915187376725838,0.0216962524654832,0.019723865877712,0.0216962524654832,0.0216962524654832
"148",0.915187376725838,0.019723865877712,0.019723865877712,0.0236686390532544,0.0216962524654832
"149",0.913894324853229,0.025440313111546,0.0195694716242661,0.0215264187866928,0.0195694716242661
"150",0.909270216962525,0.019723865877712,0.0236686390532544,0.0236686390532544,0.0236686390532544
"151",0.913894324853229,0.0215264187866928,0.0195694716242661,0.0215264187866928,0.0234833659491194
"152",0.908023483365949,0.0234833659491194,0.0215264187866928,0.025440313111546,0.0215264187866928
"153",0.919132149901381,0.019723865877712,0.019723865877712,0.0216962524654832,0.019723865877712
"154",0.917159763313609,0.0216962524654832,0.019723865877712,0.019723865877712,0.0216962524654832
"155",0.919132149901381,0.019723865877712,0.019723865877712,0.0216962524654832,0.019723865877712
"156",0.0447427293064877,0.449664429530201,0.116331096196868,0.176733780760626,0.212527964205817
"157",0.919765166340509,0.0195694716242661,0.0195694716242661,0.0215264187866928,0.0195694716242661
"158",0.0780141843971631,0.407801418439716,0.117021276595745,0.23758865248227,0.159574468085106
"159",0.904109589041096,0.0234833659491194,0.0215264187866928,0.0273972602739726,0.0234833659491194
"160",0.0588235294117647,0.105882352941176,0.0441176470588235,0.723529411764706,0.0676470588235294
"161",0.0603621730382294,0.137826961770624,0.132796780684105,0.21327967806841,0.455734406438632
"162",0.0255198487712665,0.0217391304347826,0.0302457466918715,0.88468809073724,0.0378071833648393
"163",0.0555555555555556,0.169191919191919,0.0505050505050505,0.638888888888889,0.0858585858585859
"164",0.911937377690802,0.0195694716242661,0.0234833659491194,0.025440313111546,0.0195694716242661
"165",0.909270216962525,0.0236686390532544,0.019723865877712,0.0256410256410256,0.0216962524654832
"166",0.0808080808080808,0.131313131313131,0.0732323232323232,0.654040404040404,0.0606060606060606
"167",0.0573951434878587,0.167770419426049,0.0485651214128035,0.673289183222958,0.0529801324503311
"168",0.0930232558139535,0.142118863049096,0.131782945736434,0.493540051679587,0.13953488372093
"169",0.0676818950930626,0.130287648054146,0.155668358714044,0.309644670050761,0.336717428087986
"170",0.0744186046511628,0.227906976744186,0.27906976744186,0.223255813953488,0.195348837209302
"171",0.917159763313609,0.0216962524654832,0.019723865877712,0.0216962524654832,0.019723865877712
"172",0.0403508771929825,0.0543859649122807,0.0228070175438597,0.845614035087719,0.0368421052631579
"173",0.121710526315789,0.322368421052632,0.0625,0.190789473684211,0.302631578947368
"174",0.911937377690802,0.0215264187866928,0.0195694716242661,0.0234833659491194,0.0234833659491194
"175",0.0502392344497608,0.145933014354067,0.0478468899521531,0.698564593301435,0.0574162679425837
"176",0.0571428571428571,0.146031746031746,0.0507936507936508,0.685714285714286,0.0603174603174603
"177",0.0554272517321016,0.159353348729792,0.0600461893764434,0.688221709006928,0.0369515011547344
"178",0.0378947368421053,0.138947368421053,0.0273684210526316,0.736842105263158,0.0589473684210526
"179",0.0790190735694823,0.106267029972752,0.0626702997275204,0.667574931880109,0.0844686648501362
"180",0.0619718309859155,0.171830985915493,0.0535211267605634,0.642253521126761,0.0704225352112676
"181",0.102409638554217,0.33433734939759,0.0481927710843374,0.457831325301205,0.0572289156626506
"182",0.0467625899280576,0.237410071942446,0.0611510791366906,0.571942446043165,0.0827338129496403
"183",0.150326797385621,0.333333333333333,0.0915032679738562,0.300653594771242,0.124183006535948
"184",0.0547945205479452,0.228310502283105,0.0730593607305936,0.5662100456621,0.0776255707762557
"185",0.105072463768116,0.307971014492754,0.257246376811594,0.264492753623188,0.0652173913043478
"186",0.0916030534351145,0.206106870229008,0.16030534351145,0.450381679389313,0.0916030534351145
"187",0.915851272015656,0.0195694716242661,0.0215264187866928,0.0215264187866928,0.0215264187866928
"188",0.134146341463415,0.121951219512195,0.115853658536585,0.48780487804878,0.140243902439024
"189",0.915851272015656,0.0215264187866928,0.0195694716242661,0.0234833659491194,0.0195694716242661
"190",0.0902777777777778,0.152777777777778,0.4375,0.0972222222222222,0.222222222222222
"191",0.0860927152317881,0.158940397350993,0.47682119205298,0.105960264900662,0.172185430463576
"192",0.913894324853229,0.0195694716242661,0.0195694716242661,0.0234833659491194,0.0234833659491194
"193",0.103806228373702,0.14878892733564,0.15916955017301,0.207612456747405,0.380622837370242
"194",0.0748299319727891,0.149659863945578,0.510204081632653,0.0816326530612245,0.183673469387755
"195",0.113207547169811,0.188679245283019,0.150943396226415,0.389937106918239,0.157232704402516
"196",0.911242603550296,0.0216962524654832,0.0236686390532544,0.0216962524654832,0.0216962524654832
"197",0.152777777777778,0.180555555555556,0.166666666666667,0.236111111111111,0.263888888888889
"198",0.0903225806451613,0.135483870967742,0.451612903225806,0.0903225806451613,0.232258064516129
"199",0.911937377690802,0.0215264187866928,0.0195694716242661,0.0234833659491194,0.0234833659491194
"200",0.0422222222222222,0.124444444444444,0.0466666666666667,0.742222222222222,0.0444444444444444
"201",0.130952380952381,0.166666666666667,0.178571428571429,0.226190476190476,0.297619047619048
"202",0.079136690647482,0.129496402877698,0.352517985611511,0.122302158273381,0.316546762589928
"203",0.092436974789916,0.151260504201681,0.142857142857143,0.109243697478992,0.504201680672269
"204",0.027027027027027,0.0297297297297297,0.0297297297297297,0.027027027027027,0.886486486486487
"205",0.0731707317073171,0.0975609756097561,0.0792682926829268,0.0670731707317073,0.682926829268293
"206",0.0454545454545455,0.0545454545454545,0.0590909090909091,0.05,0.790909090909091
