"","V1","V2","V3","V4"
"1",0.192708333333333,0.151041666666667,0.494791666666667,0.161458333333333
"2",0.13268156424581,0.0963687150837989,0.554469273743017,0.216480446927374
"3",0.175070028011204,0.0658263305322129,0.57563025210084,0.183473389355742
"4",0.19140625,0.13671875,0.44140625,0.23046875
"5",0.142335766423358,0.142335766423358,0.58029197080292,0.135036496350365
"6",0.0625,0.226785714285714,0.651785714285714,0.0589285714285714
"7",0.11878453038674,0.107734806629834,0.549723756906077,0.223756906077348
"8",0.101532567049808,0.0708812260536398,0.726053639846743,0.101532567049808
"9",0.330334190231362,0.0604113110539846,0.386889460154242,0.222365038560411
"10",0.110824742268041,0.115979381443299,0.626288659793814,0.146907216494845
"11",0.0899390243902439,0.0594512195121951,0.647865853658537,0.202743902439024
"12",0.0799086757990868,0.0662100456621005,0.755707762557078,0.0981735159817352
"13",0.0775401069518717,0.0775401069518717,0.735294117647059,0.109625668449198
"14",0.0636792452830189,0.0778301886792453,0.761792452830189,0.0966981132075472
"15",0.139705882352941,0.177941176470588,0.492647058823529,0.189705882352941
"16",0.0735849056603774,0.0584905660377358,0.794339622641509,0.0735849056603774
"17",0.0501355013550136,0.220867208672087,0.670731707317073,0.0582655826558266
"18",0.06,0.076,0.452,0.412
"19",0.157738095238095,0.0982142857142857,0.592261904761905,0.151785714285714
"20",0.233173076923077,0.0985576923076923,0.560096153846154,0.108173076923077
"21",0.0973741794310722,0.222100656455142,0.570021881838074,0.110503282275711
"22",0.0805785123966942,0.0847107438016529,0.712809917355372,0.121900826446281
"23",0.12406015037594,0.109022556390977,0.642857142857143,0.12406015037594
"24",0.32089552238806,0.0940298507462687,0.470149253731343,0.114925373134328
"25",0.11283185840708,0.081858407079646,0.617256637168142,0.188053097345133
"26",0.075503355704698,0.0687919463087248,0.709731543624161,0.145973154362416
"27",0.326558265582656,0.0420054200542005,0.567750677506775,0.0636856368563686
"28",0.266773162939297,0.0846645367412141,0.388178913738019,0.26038338658147
"29",0.0276381909547739,0.0346733668341709,0.584422110552764,0.353266331658291
"30",0.46195652173913,0.0597826086956522,0.353260869565217,0.125
"31",0.0638586956521739,0.0584239130434783,0.65625,0.221467391304348
"32",0.136075949367089,0.104430379746835,0.541139240506329,0.218354430379747
"33",0.198924731182796,0.134408602150538,0.489247311827957,0.17741935483871
"34",0.0812310797174571,0.0560040363269425,0.590817356205853,0.271947527749748
"35",0.0836330935251798,0.0494604316546763,0.391187050359712,0.475719424460432
"36",0.15625,0.0767045454545455,0.616477272727273,0.150568181818182
"37",0.0878084179970972,0.0660377358490566,0.630624092888244,0.215529753265602
"38",0.149651972157773,0.0498839907192575,0.69953596287703,0.10092807424594
"39",0.121160409556314,0.148464163822526,0.517064846416382,0.213310580204778
"40",0.1275,0.1025,0.6075,0.1625
"41",0.0670212765957447,0.0627659574468085,0.654255319148936,0.215957446808511
"42",0.151408450704225,0.102112676056338,0.482394366197183,0.264084507042254
"43",0.143258426966292,0.0926966292134832,0.491573033707865,0.27247191011236
"44",0.198996655518395,0.0618729096989967,0.620401337792642,0.118729096989967
"45",0.151209677419355,0.0866935483870968,0.272177419354839,0.48991935483871
"46",0.132575757575758,0.109848484848485,0.579545454545455,0.178030303030303
"47",0.116197183098592,0.158450704225352,0.566901408450704,0.158450704225352
"48",0.188,0.132,0.5,0.18
"49",0.0635103926096998,0.0542725173210162,0.647806004618938,0.234411085450346
"50",0.133846153846154,0.0938461538461538,0.543076923076923,0.229230769230769
"51",0.186619718309859,0.130281690140845,0.552816901408451,0.130281690140845
"52",0.133064516129032,0.205645161290323,0.399193548387097,0.262096774193548
"53",0.103498542274052,0.0714285714285714,0.645772594752187,0.17930029154519
"54",0.240331491712707,0.0911602209944751,0.527624309392265,0.140883977900552
"55",0.0518433179723502,0.065668202764977,0.653225806451613,0.22926267281106
"56",0.211538461538462,0.16025641025641,0.365384615384615,0.262820512820513
"57",0.0918367346938776,0.12152133580705,0.555658627087198,0.230983302411874
"58",0.12202380952381,0.0744047619047619,0.645833333333333,0.157738095238095
"59",0.342105263157895,0.0377574370709382,0.559496567505721,0.0606407322654462
"60",0.235185185185185,0.0574074074074074,0.638888888888889,0.0685185185185185
"61",0.255501222493888,0.0403422982885086,0.641809290953545,0.0623471882640587
"62",0.428066037735849,0.0507075471698113,0.321933962264151,0.199292452830189
"63",0.202777777777778,0.0972222222222222,0.586111111111111,0.113888888888889
"64",0.164335664335664,0.143356643356643,0.332167832167832,0.36013986013986
"65",0.210997442455243,0.0780051150895141,0.533248081841432,0.177749360613811
"66",0.192579505300353,0.181978798586572,0.312720848056537,0.312720848056537
"67",0.115819209039548,0.0932203389830508,0.5,0.290960451977401
"68",0.159090909090909,0.140909090909091,0.55,0.15
"69",0.337804878048781,0.0451219512195122,0.559756097560976,0.0573170731707317
"70",0.18006993006993,0.0961538461538462,0.477272727272727,0.246503496503497
"71",0.10609756097561,0.0670731707317073,0.63780487804878,0.189024390243902
"72",0.287234042553192,0.0617021276595745,0.525531914893617,0.125531914893617
"73",0.0959821428571429,0.0602678571428571,0.770089285714286,0.0736607142857143
"74",0.0896739130434783,0.0896739130434783,0.698369565217391,0.122282608695652
"75",0.108510638297872,0.0574468085106383,0.751063829787234,0.0829787234042553
"76",0.168103448275862,0.142241379310345,0.478448275862069,0.211206896551724
"77",0.246887966804979,0.0601659751037344,0.570539419087137,0.122406639004149
"78",0.1415770609319,0.0878136200716846,0.593189964157706,0.17741935483871
"79",0.128664495114007,0.0602605863192182,0.63029315960912,0.180781758957655
"80",0.11025641025641,0.0794871794871795,0.653846153846154,0.156410256410256
"81",0.0797413793103448,0.0625,0.756465517241379,0.101293103448276
"82",0.162280701754386,0.144736842105263,0.513157894736842,0.179824561403509
"83",0.212616822429907,0.0724299065420561,0.521028037383178,0.19392523364486
"84",0.160098522167488,0.0812807881773399,0.554187192118227,0.204433497536946
"85",0.103864734299517,0.0845410628019324,0.567632850241546,0.243961352657005
"86",0.166666666666667,0.132478632478632,0.542735042735043,0.158119658119658
"87",0.103174603174603,0.0873015873015873,0.695767195767196,0.113756613756614
"88",0.0773381294964029,0.0593525179856115,0.803956834532374,0.0593525179856115
"89",0.0637393767705382,0.0609065155807365,0.644475920679887,0.230878186968839
"90",0.0916666666666667,0.0683333333333333,0.648333333333333,0.191666666666667
"91",0.192857142857143,0.178571428571429,0.307142857142857,0.321428571428571
"92",0.126623376623377,0.133116883116883,0.451298701298701,0.288961038961039
"93",0.0823643410852713,0.0687984496124031,0.487403100775194,0.361434108527132
"94",0.163888888888889,0.136111111111111,0.363888888888889,0.336111111111111
"95",0.117021276595745,0.0957446808510638,0.270212765957447,0.517021276595745
"96",0.410394265232975,0.0698924731182796,0.327956989247312,0.191756272401434
"97",0.399746192893401,0.067258883248731,0.290609137055838,0.24238578680203
"98",0.449728260869565,0.0394021739130435,0.398097826086957,0.112771739130435
"99",0.154867256637168,0.172566371681416,0.517699115044248,0.154867256637168
"100",0.49273607748184,0.0714285714285714,0.296610169491525,0.139225181598063
"101",0.0244140625,0.9248046875,0.0244140625,0.0263671875
"102",0.0285433070866142,0.920275590551181,0.0265748031496063,0.0246062992125984
"103",0.0394248608534323,0.0514842300556586,0.0310760667903525,0.878014842300557
"104",0.330985915492958,0.068075117370892,0.284037558685446,0.316901408450704
"105",0.0283203125,0.9150390625,0.0263671875,0.0302734375
"106",0.030511811023622,0.914370078740158,0.0265748031496063,0.0285433070866142
"107",0.0791666666666667,0.0875,0.0847222222222222,0.748611111111111
"108",0.0957142857142857,0.0785714285714286,0.0985714285714286,0.727142857142857
"109",0.0244140625,0.9208984375,0.0283203125,0.0263671875
"110",0.0246062992125984,0.920275590551181,0.0246062992125984,0.030511811023622
"111",0.10932944606414,0.0685131195335277,0.654518950437318,0.167638483965015
"112",0.0263671875,0.9111328125,0.0283203125,0.0341796875
"113",0.0285433070866142,0.920275590551181,0.0246062992125984,0.0265748031496063
"114",0.0301094890510949,0.0647810218978102,0.0355839416058394,0.869525547445255
"115",0.0265748031496063,0.920275590551181,0.0246062992125984,0.0285433070866142
"116",0.0265748031496063,0.918307086614173,0.0265748031496063,0.0285433070866142
"117",0.0738993710691824,0.0676100628930818,0.0864779874213836,0.772012578616352
"118",0.0265748031496063,0.924212598425197,0.0246062992125984,0.0246062992125984
"119",0.160091047040971,0.0948406676783005,0.140364188163885,0.604704097116844
"120",0.0244140625,0.9267578125,0.0244140625,0.0244140625
"121",0.164092664092664,0.102316602316602,0.523166023166023,0.21042471042471
"122",0.0408878504672897,0.0829439252336449,0.0712616822429906,0.804906542056075
"123",0.0244140625,0.9189453125,0.0283203125,0.0283203125
"124",0.0599547511312217,0.0667420814479638,0.0554298642533937,0.817873303167421
"125",0.0364238410596026,0.0717439293598234,0.0386313465783664,0.853200883002208
"126",0.0348399246704331,0.0461393596986817,0.0555555555555556,0.86346516007533
"127",0.0415617128463476,0.0516372795969773,0.0617128463476071,0.845088161209068
"128",0.0313688212927757,0.0541825095057034,0.0370722433460076,0.877376425855513
"129",0.0263671875,0.9169921875,0.0283203125,0.0283203125
"130",0.0635910224438903,0.0635910224438903,0.103491271820449,0.769326683291771
"131",0.0581683168316832,0.0581683168316832,0.0581683168316832,0.82549504950495
"132",0.0285433070866142,0.922244094488189,0.0246062992125984,0.0246062992125984
"133",0.0263671875,0.9150390625,0.0263671875,0.0322265625
"134",0.0265748031496063,0.916338582677165,0.030511811023622,0.0265748031496063
"135",0.0658914728682171,0.0710594315245478,0.0788113695090439,0.784237726098191
"136",0.0805739514348786,0.0629139072847682,0.109271523178808,0.747240618101545
"137",0.0688405797101449,0.0760869565217391,0.158212560386473,0.696859903381642
"138",0.0867507886435331,0.0678233438485804,0.143533123028391,0.701892744479495
"139",0.155581947743468,0.0605700712589074,0.347980997624703,0.435866983372922
"140",0.0246062992125984,0.922244094488189,0.0265748031496063,0.0265748031496063
"141",0.0265748031496063,0.920275590551181,0.0285433070866142,0.0246062992125984
"142",0.030511811023622,0.91240157480315,0.0265748031496063,0.030511811023622
"143",0.0881642512077295,0.0736714975845411,0.131642512077295,0.706521739130435
"144",0.0246062992125984,0.918307086614173,0.0265748031496063,0.030511811023622
"145",0.0265748031496063,0.920275590551181,0.0285433070866142,0.0246062992125984
"146",0.0244140625,0.9248046875,0.0263671875,0.0244140625
"147",0.0246062992125984,0.926181102362205,0.0246062992125984,0.0246062992125984
"148",0.0246062992125984,0.922244094488189,0.0265748031496063,0.0265748031496063
"149",0.0263671875,0.9208984375,0.0263671875,0.0263671875
"150",0.0265748031496063,0.916338582677165,0.0246062992125984,0.0324803149606299
"151",0.0263671875,0.9150390625,0.0302734375,0.0283203125
"152",0.0263671875,0.9248046875,0.0244140625,0.0244140625
"153",0.0285433070866142,0.910433070866142,0.0324803149606299,0.0285433070866142
"154",0.030511811023622,0.920275590551181,0.0246062992125984,0.0246062992125984
"155",0.030511811023622,0.910433070866142,0.0246062992125984,0.0344488188976378
"156",0.250556792873051,0.0634743875278396,0.341870824053452,0.344097995545657
"157",0.0263671875,0.9189453125,0.0263671875,0.0283203125
"158",0.207231040564374,0.0855379188712522,0.314814814814815,0.392416225749559
"159",0.0263671875,0.9208984375,0.0244140625,0.0283203125
"160",0.0594202898550725,0.0681159420289855,0.0797101449275362,0.792753623188406
"161",0.527555110220441,0.0606212424849699,0.194889779559118,0.216933867735471
"162",0.0417448405253283,0.0445590994371482,0.0314258911819887,0.882270168855535
"163",0.0841708542713568,0.0766331658291457,0.10929648241206,0.729899497487437
"164",0.0263671875,0.9189453125,0.0283203125,0.0263671875
"165",0.0285433070866142,0.916338582677165,0.0265748031496063,0.0285433070866142
"166",0.0639097744360902,0.104010025062657,0.136591478696742,0.695488721804511
"167",0.0711159737417943,0.0645514223194748,0.117067833698031,0.7472647702407
"168",0.165384615384615,0.0935897435897436,0.170512820512821,0.57051282051282
"169",0.460304054054054,0.0836148648648649,0.149493243243243,0.306587837837838
"170",0.358796296296296,0.108796296296296,0.326388888888889,0.206018518518519
"171",0.0265748031496063,0.920275590551181,0.0285433070866142,0.0246062992125984
"172",0.0375874125874126,0.0428321678321678,0.0358391608391608,0.883741258741259
"173",0.421311475409836,0.139344262295082,0.165573770491803,0.273770491803279
"174",0.0244140625,0.9189453125,0.0263671875,0.0302734375
"175",0.0799522673031026,0.0489260143198091,0.0751789976133652,0.795942720763723
"176",0.0772870662460568,0.0867507886435331,0.115141955835962,0.720820189274448
"177",0.0538990825688073,0.069954128440367,0.0951834862385321,0.780963302752294
"178",0.053347280334728,0.051255230125523,0.0596234309623431,0.835774058577406
"179",0.102179836512262,0.0831062670299728,0.0967302452316076,0.717983651226158
"180",0.0941011235955056,0.0800561797752809,0.110955056179775,0.714887640449438
"181",0.0811209439528024,0.113569321533923,0.134218289085546,0.671091445427729
"182",0.1125,0.0553571428571429,0.141071428571429,0.691071428571429
"183",0.195512820512821,0.176282051282051,0.272435897435897,0.355769230769231
"184",0.0919282511210762,0.07847533632287,0.177130044843049,0.652466367713004
"185",0.167844522968198,0.15017667844523,0.362190812720848,0.319787985865724
"186",0.133587786259542,0.125954198473282,0.240458015267176,0.5
"187",0.0283203125,0.9189453125,0.0263671875,0.0263671875
"188",0.13030303030303,0.136363636363636,0.136363636363636,0.596969696969697
"189",0.0244140625,0.9228515625,0.0263671875,0.0263671875
"190",0.479865771812081,0.11744966442953,0.278523489932886,0.124161073825503
"191",0.477564102564103,0.0993589743589744,0.291666666666667,0.131410256410256
"192",0.0244140625,0.9169921875,0.0263671875,0.0322265625
"193",0.416955017301038,0.0986159169550173,0.21280276816609,0.271626297577855
"194",0.496710526315789,0.0888157894736842,0.292763157894737,0.121710526315789
"195",0.226708074534162,0.102484472049689,0.158385093167702,0.512422360248447
"196",0.0285433070866142,0.920275590551181,0.0246062992125984,0.0265748031496063
"197",0.1875,0.1875,0.270833333333333,0.354166666666667
"198",0.515625,0.096875,0.259375,0.128125
"199",0.0263671875,0.9169921875,0.0283203125,0.0283203125
"200",0.0605726872246696,0.0605726872246696,0.0803964757709251,0.798458149779736
"201",0.375,0.148809523809524,0.255952380952381,0.220238095238095
"202",0.485611510791367,0.0971223021582734,0.29136690647482,0.12589928057554
"203",0.579166666666667,0.1125,0.1375,0.170833333333333
"204",0.890540540540541,0.0364864864864865,0.0364864864864865,0.0364864864864865
"205",0.746951219512195,0.0762195121951219,0.0945121951219512,0.0823170731707317
"206",0.806818181818182,0.0659090909090909,0.0613636363636364,0.0659090909090909
"207",0.583333333333333,0.0880952380952381,0.197619047619048,0.130952380952381
"208",0.736413043478261,0.0679347826086956,0.116847826086957,0.078804347826087
"209",0.31046511627907,0.0662790697674419,0.412790697674419,0.21046511627907
"210",0.801369863013699,0.0616438356164384,0.0753424657534247,0.0616438356164384
"211",0.89,0.0385714285714286,0.0357142857142857,0.0357142857142857
"212",0.767857142857143,0.0688775510204082,0.0841836734693878,0.0790816326530612
"213",0.448717948717949,0.0677655677655678,0.23992673992674,0.243589743589744
"214",0.459821428571429,0.129464285714286,0.245535714285714,0.165178571428571
"215",0.643700787401575,0.0885826771653543,0.139763779527559,0.127952755905512
"216",0.796728971962617,0.058411214953271,0.0724299065420561,0.0724299065420561
"217",0.844615384615385,0.0446153846153846,0.0538461538461538,0.0569230769230769
"218",0.770958083832335,0.0494011976047904,0.0913173652694611,0.0883233532934132
"219",0.278846153846154,0.240384615384615,0.240384615384615,0.240384615384615
"220",0.873134328358209,0.0373134328358209,0.0432835820895522,0.0462686567164179
"221",0.3671875,0.0859375,0.168526785714286,0.378348214285714
"222",0.675,0.0634615384615385,0.171153846153846,0.0903846153846154
"223",0.3046875,0.0484375,0.2265625,0.4203125
"224",0.252283105022831,0.0627853881278539,0.480593607305936,0.204337899543379
"225",0.334688346883469,0.0447154471544715,0.556910569105691,0.0636856368563686
"226",0.498333333333333,0.0716666666666667,0.295,0.135
"227",0.646919431279621,0.0639810426540284,0.220379146919431,0.0687203791469194
"228",0.535164835164835,0.0494505494505494,0.150549450549451,0.264835164835165
"229",0.664705882352941,0.0647058823529412,0.170588235294118,0.1
"230",0.642348754448399,0.0800711743772242,0.193950177935943,0.0836298932384342
"231",0.34375,0.18125,0.26875,0.20625
"232",0.150224215246637,0.0829596412556054,0.647982062780269,0.118834080717489
"233",0.189890710382514,0.0532786885245902,0.605191256830601,0.151639344262295
"234",0.496677740863787,0.101328903654485,0.303986710963455,0.0980066445182724
"235",0.583168316831683,0.0386138613861386,0.268316831683168,0.10990099009901
"236",0.643712574850299,0.0748502994011976,0.194610778443114,0.0868263473053892
"237",0.792984869325997,0.0254470426409904,0.145116918844567,0.0364511691884457
"238",0.31547619047619,0.160714285714286,0.279761904761905,0.244047619047619
"239",0.182819383259912,0.0770925110132159,0.566079295154185,0.174008810572687
"240",0.325268817204301,0.126344086021505,0.282258064516129,0.266129032258065
"241",0.129283489096573,0.0545171339563863,0.58411214953271,0.23208722741433
"242",0.448863636363636,0.142045454545455,0.244318181818182,0.164772727272727
"243",0.407370517928287,0.0547808764940239,0.24800796812749,0.289840637450199
"244",0.423349056603774,0.0554245283018868,0.319575471698113,0.201650943396226
"245",0.395710059171598,0.0998520710059172,0.256656804733728,0.247781065088757
"246",0.307017543859649,0.236842105263158,0.219298245614035,0.236842105263158
"247",0.483372921615202,0.119952494061758,0.279097387173397,0.117577197149644
"248",0.197695035460993,0.0647163120567376,0.593085106382979,0.144503546099291
"249",0.202586206896552,0.107758620689655,0.547413793103448,0.142241379310345
"250",0.403225806451613,0.155913978494624,0.252688172043011,0.188172043010753
"251",0.594216417910448,0.0419776119402985,0.25839552238806,0.105410447761194
"252",0.215596330275229,0.114678899082569,0.536697247706422,0.13302752293578
"253",0.725649350649351,0.0254329004329004,0.133658008658009,0.11525974025974
"254",0.476136363636364,0.0625,0.305681818181818,0.155681818181818
"255",0.549278846153846,0.0588942307692308,0.215144230769231,0.176682692307692
"256",0.335227272727273,0.100378787878788,0.403409090909091,0.160984848484848
"257",0.204347826086957,0.108695652173913,0.517391304347826,0.169565217391304
"258",0.297979797979798,0.156565656565657,0.277777777777778,0.267676767676768
"259",0.80050505050505,0.0681818181818182,0.0631313131313131,0.0681818181818182
"260",0.828185328185328,0.0521235521235521,0.0675675675675676,0.0521235521235521
"261",0.793689320388349,0.0800970873786408,0.0606796116504854,0.0655339805825243
"262",0.739864864864865,0.0844594594594595,0.0912162162162162,0.0844594594594595
"263",0.865740740740741,0.0416666666666667,0.0540123456790123,0.0385802469135802
"264",0.788557213930348,0.0621890547263682,0.0870646766169154,0.0621890547263682
"265",0.75,0.0833333333333333,0.0833333333333333,0.0833333333333333
"266",0.657520325203252,0.0355691056910569,0.196138211382114,0.110772357723577
"267",0.8075,0.0625,0.0625,0.0675
"268",0.824110671936759,0.0533596837944664,0.0612648221343874,0.0612648221343874
"269",0.798469387755102,0.0637755102040816,0.0637755102040816,0.0739795918367347
"270",0.75,0.0771604938271605,0.095679012345679,0.0771604938271605
