Raw Date,Day,Month,Year,Beta 0,Beta 1,Beta 2,Beta 3,Tau 1,Tau 2,Ext_Error
40736.0,12,7,2011,8.8702213593707,-1.07170995363541,-1.49841229500338,1.2188053185337,3.28044464936739,1.0,0
41102.0,12,7,2012,11.098,-2.977,-2.9356,-1.1647,15.0,1.2705,0
41418.0,24,5,2013,7.5366,-0.25871,-0.54285,-0.62198,3.2174,1.0,0
41785.0,26,5,2014,8.88717669586762,-0.436269990974974,-1.00361391471627,-0.232005107701418,1.20546069897972,1.20504855679028,0
42150.0,26,5,2015,7.87988193375881,-0.139165556283765,0.368854772927974,-0.949778309546139,1.37333787784424,1.06241514045001,0
42516.0,26,5,2016,8.07256358610336,-1.43303820291765,1.69200025804788,-1.15771950548045,4.9188380648844,9.5106411908387,0
43642.0,26,6,2019,7.3758,-1.4763,-18.6843,17.6913,1.3889,1.3888,0
40718.0,24,6,2011,8.7223,-0.927,0.00013534,-2.3843,0.19991,1.9649,0
41086.0,26,6,2012,9.8571,-1.6055,-2.3645,-1.0732,8.0345,1.0,0
41451.0,26,6,2013,8.0019,-0.63212,0.79402,-1.5078,2.9362,4.3681,0
41816.0,26,6,2014,8.47375672541449,0.00876389350598858,-1.57238799478629,1.2888423521074,1.62753369180244,4.74245794032525,0
42545.0,24,6,2016,7.91475851745024,-1.32812911166542,-0.216330620673862,-0.663700633772802,1.28695850979172,1.28838239967057,0
42909.0,23,6,2017,7.23919895401306,-0.978337515979996,-0.664104647676149,-1.15270443929005,1.06812880407051,1.92036868250346,0
43277.0,26,6,2018,7.97881010360704,-1.75145436382121,2.19754978857541,0.661435536212236,3.10783169159033,1.0,0
40385.0,26,7,2010,8.6892,-3.5922,0.3162,-0.80364,1.6269,4.1906,0
40750.0,26,7,2011,8.8435,-0.78925,-0.27828,-1.7261,0.72961,3.0874,0
41116.0,26,7,2012,10.716,-2.5944,-2.4919,-1.474,15.0,1.1087,0
42209.0,24,7,2015,8.0177541892446,-0.728221716220988,-8.78530872937209,8.89067280716567,1.61293169656326,1.66602169840419,0
41292.0,18,1,2013,8.4028,-0.45103,-0.55592,-1.2806,15.0,1.0,0
41659.0,20,1,2014,9.07246044082171,-0.59167523528843,-0.472789027888895,-1.14909550946551,1.79545268263852,1.79499519173644,0
42024.0,20,1,2015,7.73195807067442,0.299675918439377,-0.864370934107972,-0.0719862860311979,1.03460615002756,1.03499216704916,0
42389.0,20,1,2016,8.15373366966441,-1.07940968864793,-0.692514295045755,-0.282088216268851,1.43563575826745,1.43751504768276,0
