Date,Price
17-09-2007,1476.650024
18-09-2007,1519.780029
19-09-2007,1529.030029
20-09-2007,1518.75
21-09-2007,1525.75
24-09-2007,1517.72998
25-09-2007,1517.209961
26-09-2007,1525.420044
27-09-2007,1531.380005
28-09-2007,1526.75
01-10-2007,1547.040039
02-10-2007,1546.630005
03-10-2007,1539.589966
04-10-2007,1542.839966
05-10-2007,1557.589966
08-10-2007,1552.579956
09-10-2007,1565.150024
10-10-2007,1562.469971
11-10-2007,1554.410034
12-10-2007,1561.800049
15-10-2007,1548.709961
16-10-2007,1538.530029
17-10-2007,1541.23999
18-10-2007,1540.079956
19-10-2007,1500.630005
22-10-2007,1506.329956
23-10-2007,1519.589966
24-10-2007,1515.880005
25-10-2007,1514.400024
26-10-2007,1535.280029
29-10-2007,1540.97998
30-10-2007,1531.02002
31-10-2007,1549.380005
01-11-2007,1508.439941
02-11-2007,1509.650024
05-11-2007,1502.170044
06-11-2007,1520.27002
07-11-2007,1475.619995
08-11-2007,1474.77002
09-11-2007,1453.699951
12-11-2007,1439.180054
13-11-2007,1481.050049
14-11-2007,1470.579956
15-11-2007,1451.150024
16-11-2007,1458.73999
19-11-2007,1433.27002
20-11-2007,1439.699951
21-11-2007,1416.77002
23-11-2007,1440.699951
26-11-2007,1407.219971
27-11-2007,1428.22998
28-11-2007,1469.02002
29-11-2007,1469.719971
30-11-2007,1481.140015
03-12-2007,1472.420044
04-12-2007,1462.790039
05-12-2007,1485.01001
06-12-2007,1507.339966
07-12-2007,1504.660034
10-12-2007,1515.959961
11-12-2007,1477.650024
12-12-2007,1486.589966
13-12-2007,1488.410034
14-12-2007,1467.949951
17-12-2007,1445.900024
18-12-2007,1454.97998
19-12-2007,1453
20-12-2007,1460.119995
21-12-2007,1484.459961
24-12-2007,1496.449951
26-12-2007,1497.660034
27-12-2007,1476.27002
28-12-2007,1478.48999
31-12-2007,1468.359985
02-01-2008,1447.160034
03-01-2008,1447.160034
04-01-2008,1411.630005
07-01-2008,1416.180054
08-01-2008,1390.189941
09-01-2008,1409.130005
10-01-2008,1420.329956
11-01-2008,1401.02002
14-01-2008,1416.25
15-01-2008,1380.949951
16-01-2008,1373.199951
17-01-2008,1333.25
18-01-2008,1325.189941
22-01-2008,1310.5
23-01-2008,1338.599976
24-01-2008,1352.069946
25-01-2008,1330.609985
28-01-2008,1353.959961
29-01-2008,1362.300049
30-01-2008,1355.810059
31-01-2008,1378.550049
01-02-2008,1395.420044
04-02-2008,1380.819946
05-02-2008,1336.640015
06-02-2008,1326.449951
07-02-2008,1336.910034
08-02-2008,1331.290039
11-02-2008,1339.130005
12-02-2008,1348.859985
13-02-2008,1367.209961
14-02-2008,1348.859985
15-02-2008,1349.98999
19-02-2008,1348.780029
20-02-2008,1360.030029
21-02-2008,1342.530029
22-02-2008,1353.109985
25-02-2008,1371.800049
26-02-2008,1381.290039
27-02-2008,1380.02002
28-02-2008,1367.680054
29-02-2008,1330.630005
03-03-2008,1331.339966
04-03-2008,1326.75
05-03-2008,1333.699951
06-03-2008,1304.339966
07-03-2008,1293.369995
10-03-2008,1273.369995
11-03-2008,1320.650024
12-03-2008,1308.77002
13-03-2008,1315.47998
14-03-2008,1288.140015
17-03-2008,1276.599976
18-03-2008,1330.73999
19-03-2008,1298.420044
20-03-2008,1329.51001
24-03-2008,1349.880005
25-03-2008,1352.98999
26-03-2008,1341.130005
27-03-2008,1325.76001
28-03-2008,1315.219971
31-03-2008,1322.699951
01-04-2008,1370.180054
02-04-2008,1367.530029
03-04-2008,1369.310059
04-04-2008,1370.400024
07-04-2008,1372.540039
08-04-2008,1365.540039
09-04-2008,1354.48999
10-04-2008,1360.550049
11-04-2008,1332.829956
14-04-2008,1328.319946
15-04-2008,1334.430054
16-04-2008,1364.709961
17-04-2008,1365.560059
18-04-2008,1390.329956
21-04-2008,1388.170044
22-04-2008,1375.939941
23-04-2008,1379.930054
24-04-2008,1388.819946
25-04-2008,1397.839966
28-04-2008,1396.369995
29-04-2008,1390.939941
30-04-2008,1385.589966
01-05-2008,1409.339966
02-05-2008,1413.900024
05-05-2008,1407.48999
06-05-2008,1418.26001
07-05-2008,1392.569946
08-05-2008,1397.680054
09-05-2008,1388.280029
12-05-2008,1403.579956
13-05-2008,1403.040039
14-05-2008,1408.660034
15-05-2008,1423.569946
16-05-2008,1425.349976
19-05-2008,1426.630005
20-05-2008,1413.400024
21-05-2008,1390.709961
22-05-2008,1394.349976
23-05-2008,1375.930054
27-05-2008,1385.349976
28-05-2008,1390.839966
29-05-2008,1398.26001
30-05-2008,1400.380005
02-06-2008,1385.670044
03-06-2008,1377.650024
04-06-2008,1377.199951
05-06-2008,1404.050049
06-06-2008,1360.680054
09-06-2008,1361.76001
10-06-2008,1358.439941
11-06-2008,1335.48999
12-06-2008,1339.869995
13-06-2008,1360.030029
16-06-2008,1360.140015
17-06-2008,1350.930054
18-06-2008,1337.810059
19-06-2008,1342.829956
20-06-2008,1317.930054
23-06-2008,1318
24-06-2008,1314.290039
25-06-2008,1321.969971
26-06-2008,1283.150024
27-06-2008,1278.380005
30-06-2008,1280
01-07-2008,1284.910034
02-07-2008,1261.52002
03-07-2008,1262.900024
07-07-2008,1252.310059
08-07-2008,1273.699951
09-07-2008,1244.689941
10-07-2008,1253.390015
11-07-2008,1239.48999
14-07-2008,1228.300049
15-07-2008,1214.910034
16-07-2008,1245.359985
17-07-2008,1260.319946
18-07-2008,1260.680054
21-07-2008,1260
22-07-2008,1277
23-07-2008,1282.189941
24-07-2008,1252.540039
25-07-2008,1257.76001
28-07-2008,1234.369995
29-07-2008,1263.199951
30-07-2008,1284.26001
31-07-2008,1267.380005
01-08-2008,1260.310059
04-08-2008,1249.01001
05-08-2008,1284.880005
06-08-2008,1289.189941
07-08-2008,1266.069946
08-08-2008,1296.319946
11-08-2008,1305.319946
12-08-2008,1289.589966
13-08-2008,1285.829956
14-08-2008,1292.930054
15-08-2008,1298.199951
18-08-2008,1278.599976
19-08-2008,1266.689941
20-08-2008,1274.540039
21-08-2008,1277.719971
22-08-2008,1292.199951
25-08-2008,1266.839966
26-08-2008,1271.51001
27-08-2008,1281.660034
28-08-2008,1300.680054
29-08-2008,1282.829956
02-09-2008,1277.579956
03-09-2008,1274.97998
04-09-2008,1236.829956
05-09-2008,1242.310059
08-09-2008,1267.790039
