Date,Snp,Gold,Oil
2019-05-17,2859.530029,1274.5,62.759998
2019-05-20,2840.22998,1276.099976,63.099998
2019-05-21,2864.360107,1272,62.990002
2019-05-22,2856.27002,1273.599976,61.419998
2019-05-23,2822.23999,1284.800049,57.91
2019-05-24,2826.060059,1283,58.630001
2019-05-28,2802.389893,1276.5,59.139999
2019-05-29,2783.02002,1280.599976,58.810001
2019-05-30,2788.860107,1287.099976,56.59
2019-05-31,2752.060059,1305.800049,53.5
2019-06-03,2744.449951,1322.699951,53.25
2019-06-04,2803.27002,1323.400024,53.48
2019-06-05,2826.149902,1328.300049,51.68
2019-06-06,2843.48999,1337.599976,52.59
2019-06-07,2873.340088,1341.199951,53.990002
2019-06-10,2886.72998,1324.699951,53.259998
2019-06-11,2885.719971,1326.400024,53.27
2019-06-12,2879.840088,1331.900024,51.139999
2019-06-13,2891.639893,1339.199951,52.279999
2019-06-14,2886.97998,1340.099976,52.509998
2019-06-17,2889.669922,1338.699951,51.93
2019-06-18,2917.75,1346.599976,53.900002
2019-06-19,2926.459961,1344.599976,53.759998
2019-06-20,2954.179932,1392.900024,56.650002
2019-06-21,2950.459961,1396.199951,57.43
2019-06-24,2945.350098,1414.300049,57.900002
2019-06-25,2917.379883,1414.900024,57.830002
2019-06-26,2913.780029,1411.599976,59.380001
2019-06-27,2924.919922,1408.400024,59.43
2019-06-28,2941.76001,1409.699951,58.470001
2019-07-01,2964.330078,1385.599976,59.09
2019-07-02,2973.01001,1404.599976,56.25
2019-07-03,2995.820068,1404.599976,56.25
2019-07-05,2990.409912,1396.699951,57.509998
2019-07-08,2975.949951,1397,57.66
2019-07-09,2979.629883,1397.5,57.830002
2019-07-10,2993.070068,1410.099976,60.43
2019-07-11,2999.909912,1404.300049,60.200001
2019-07-12,3013.77002,1409.900024,60.209999
2019-07-15,3014.300049,1411.400024,59.580002
2019-07-16,3004.040039,1409.199951,57.619999
2019-07-17,2984.419922,1421.300049,56.779999
2019-07-18,2995.110107,1426.099976,55.299999
2019-07-19,2976.610107,1425.099976,55.630001
2019-07-22,2985.030029,1425.300049,56.220001
2019-07-23,3005.469971,1420.099976,56.77
2019-07-24,3019.560059,1422.800049,55.880001
2019-07-25,3003.669922,1413.900024,56.02
2019-07-26,3025.860107,1418.5,56.200001
2019-07-29,3020.969971,1419.599976,56.869999
2019-07-30,3013.179932,1429.699951,58.049999
2019-07-31,2980.379883,1426.099976,58.580002
2019-08-01,2953.560059,1420.900024,53.950001
2019-08-02,2932.050049,1445.599976,55.66
2019-08-05,2844.73999,1464.599976,54.689999
2019-08-06,2881.77002,1472.400024,53.630001
2019-08-07,2883.97998,1507.300049,51.09
2019-08-08,2938.090088,1497.699951,52.540001
2019-08-09,2918.649902,1496.599976,54.5
2019-08-12,2882.699951,1505.300049,54.93
2019-08-13,2926.320068,1502.199951,57.099998
2019-08-14,2840.600098,1515.900024,55.23
2019-08-15,2847.600098,1519.599976,54.470001
2019-08-16,2888.679932,1512.5,54.869999
2019-08-19,2923.649902,1500.400024,56.209999
2019-08-20,2900.51001,1504.599976,56.34
2019-08-21,2924.429932,1504.599976,55.68
2019-08-22,2922.949951,1497.300049,55.349998
2019-08-23,2847.110107,1526.599976,54.169998
2019-08-26,2878.379883,1526.300049,53.639999
2019-08-27,2869.159912,1541,54.93
2019-08-28,2887.939941,1537.800049,55.779999
2019-08-29,2924.580078,1526.5,56.709999
2019-08-30,2926.459961,1519.099976,55.099998
2019-09-03,2906.27002,1545.900024,53.939999
2019-09-04,2937.780029,1550.300049,56.259998
2019-09-05,2976,1515.400024,56.299999
2019-09-06,2978.709961,1506.199951,56.52
2019-09-09,2978.429932,1502.199951,57.849998
2019-09-10,2979.389893,1490.300049,57.400002
2019-09-11,3000.929932,1494.400024,55.75
2019-09-12,3009.570068,1498.699951,55.09
2019-09-13,3007.389893,1490.900024,54.849998
2019-09-16,2997.959961,1503.099976,62.900002
2019-09-17,3005.699951,1505.099976,59.34
2019-09-18,3006.72998,1507.5,58.110001
2019-09-19,3006.790039,1498.400024,58.130001
2019-09-20,2992.070068,1507.300049,58.09
2019-09-23,2991.780029,1523.699951,58.639999
2019-09-24,2966.600098,1532.099976,57.290001
2019-09-25,2984.870117,1504.599976,56.490002
2019-09-26,2977.620117,1507.5,56.41
2019-09-27,2961.790039,1499.099976,55.91
2019-09-30,2976.73999,1465.699951,54.07
2019-10-01,2940.25,1482,53.619999
2019-10-02,2887.610107,1501,52.639999
2019-10-03,2910.629883,1507.099976,52.450001
2019-10-04,2952.01001,1506.199951,52.810001
2019-10-07,2938.790039,1497.699951,52.75
2019-10-08,2893.060059,1497.199951,52.630001
2019-10-09,2919.399902,1506.099976,52.59
2019-10-10,2938.129883,1494.800049,53.549999
2019-10-11,2970.27002,1482.699951,54.700001
2019-10-14,2966.149902,1491.699951,53.59
2019-10-15,2995.679932,1477.599976,52.810001
2019-10-16,2989.689941,1488,53.360001
2019-10-17,2997.949951,1492.300049,53.93
2019-10-18,2986.199951,1488.199951,53.779999
2019-10-21,3006.719971,1482.400024,53.310001
2019-10-22,2995.98999,1481.699951,54.16
2019-10-23,3004.52002,1489.900024,55.970001
2019-10-24,3010.290039,1498.900024,56.23
2019-10-25,3022.550049,1499.5,56.66
2019-10-28,3039.419922,1490,55.810001
2019-10-29,3036.889893,1487,55.540001
2019-10-30,3046.77002,1493.199951,55.060001
2019-10-31,3037.560059,1511.400024,54.18
2019-11-01,3066.909912,1508,56.200001
2019-11-04,3078.27002,1508,56.540001
2019-11-05,3074.620117,1480.800049,57.23
2019-11-06,3076.780029,1490.199951,56.349998
2019-11-07,3085.179932,1464.199951,57.150002
2019-11-08,3093.080078,1461.300049,57.240002
2019-11-11,3087.01001,1455.5,56.860001
2019-11-12,3091.840088,1452.099976,56.799999
2019-11-13,3094.040039,1461.699951,57.119999
2019-11-14,3096.629883,1471.800049,56.77
2019-11-15,3120.459961,1467.300049,57.720001
2019-11-18,3122.030029,1470.900024,57.049999
2019-11-19,3120.179932,1473.300049,55.209999
2019-11-20,3108.459961,1473.300049,57.110001
2019-11-21,3103.540039,1463.099976,58.580002
2019-11-22,3110.290039,1463.099976,57.77
2019-11-25,3133.639893,1456.599976,58.009998
2019-11-26,3140.52002,1459.800049,58.41
2019-11-27,3153.629883,1453.400024,58.110001
2019-11-29,3140.97998,1453.400024,58.110001
2019-12-02,3113.870117,1462.300049,55.959999
2019-12-03,3093.199951,1478.199951,56.099998
2019-12-04,3112.76001,1474,58.43
2019-12-05,3117.429932,1476.900024,58.43
2019-12-06,3145.909912,1459.099976,59.200001
2019-12-09,3135.959961,1459.300049,59.02
2019-12-10,3132.52002,1462.599976,59.240002
2019-12-11,3141.629883,1469.400024,58.759998
2019-12-12,3168.570068,1466.699951,59.18
2019-12-13,3168.800049,1475.599976,60.07
2019-12-16,3191.449951,1475,60.209999
2019-12-17,3192.52002,1474.599976,60.939999
2019-12-18,3191.139893,1472.599976,60.93
2019-12-19,3205.370117,1478.199951,61.220001
2019-12-20,3221.219971,1474.699951,60.439999
2019-12-23,3224.01001,1482.5,60.52
2019-12-24,3223.379883,1482.5,60.52
2019-12-26,3239.909912,1509.300049,61.68
2019-12-27,3240.02002,1513.800049,61.720001
2019-12-30,3221.290039,1514.5,61.68
