"","w12","w13","w21"
"1970-08-22 05:30:00",0.99606947418719,0.938538461958775,0.00393052581280959
"1970-08-23 05:30:00",0.996087211430573,0.97405951090836,0.00391278856942671
"1970-08-24 05:30:00",0.996303771421673,0.975953813748153,0.00369622857832691
"1970-08-25 05:30:00",0.995920081230539,0.97286708780144,0.00407991876946069
"1970-08-26 05:30:00",0.995797370007035,0.974293843165205,0.00420262999296549
"1970-08-27 05:30:00",0.995881741198642,0.979322827140362,0.00411825880135759
"1970-08-28 05:30:00",0.996012510333003,0.982393910245664,0.00398748966699669
"1970-08-29 05:30:00",0.995793750726591,0.973821963351512,0.0042062492734085
"1970-08-30 05:30:00",0.994875631650369,0.947104007927818,0.00512436834963131
"1970-08-31 05:30:00",0.994903499607109,0.9337793733196,0.0050965003928914
"1970-09-01 05:30:00",0.99475022046844,0.927325800463119,0.00524977953155978
"1970-09-02 05:30:00",0.994744093961691,0.936389679448593,0.00525590603830911
"1970-09-03 05:30:00",0.994760886330919,0.937832934529744,0.00523911366908085
"1970-09-04 05:30:00",0.995131258563149,0.93741872488587,0.00486874143685133
"1970-09-05 05:30:00",0.995522547550754,0.969567978132149,0.00447745244924623
"1970-09-06 05:30:00",0.995606995573262,0.970014060022268,0.00439300442673825
"1970-09-07 05:30:00",0.995843339480552,0.969397982785526,0.00415666051944837
"1970-09-08 05:30:00",0.995065728222538,0.952904421726361,0.00493427177746176
"1970-09-09 05:30:00",0.994368845379634,0.919136740108392,0.00563115462036597
"1970-09-10 05:30:00",0.993728528302786,0.932495898247356,0.00627147169721421
"1970-09-11 05:30:00",0.993527337823124,0.929084500433934,0.00647266217687654
"1970-09-12 05:30:00",0.992645783208525,0.909120949996176,0.00735421679147475
"1970-09-13 05:30:00",0.992650460465691,0.908887010595408,0.00734953953430893
"1970-09-14 05:30:00",0.992842717037035,0.94091009335123,0.00715728296296462
"1970-09-15 05:30:00",0.992829122742017,0.945849147893675,0.00717087725798263
"1970-09-16 05:30:00",0.991898992806069,0.925810802228138,0.00810100719393103
"1970-09-17 05:30:00",0.992094226325277,0.907302780234077,0.00790577367472286
"1970-09-18 05:30:00",0.991748466952619,0.910622731379854,0.00825153304738069
"1970-09-19 05:30:00",0.989854983440227,0.865368193538129,0.0101450165597729
"1970-09-20 05:30:00",0.990668750999717,0.864461765879653,0.00933124900028283
"1970-09-21 05:30:00",0.990492358828225,0.865520344514078,0.00950764117177501
"1970-09-22 05:30:00",0.988782368843628,0.821924683793722,0.011217631156372
"1970-09-23 05:30:00",0.988916781213252,0.858777138344827,0.0110832187867479
"1970-09-24 05:30:00",0.989545059446898,0.901901214776738,0.0104549405531016
"1970-09-25 05:30:00",0.989699555455067,0.902121368369398,0.0103004445449329
"1970-09-26 05:30:00",0.984867960060506,0.837301870238178,0.0151320399394936
"1970-09-27 05:30:00",0.983679804475068,0.831697625160317,0.0163201955249325
"1970-09-28 05:30:00",0.982720286094066,0.806456067665181,0.0172797139059335
"1970-09-29 05:30:00",0.983063063829634,0.810798203306757,0.0169369361703656
"1970-09-30 05:30:00",0.98338234489696,0.854870087933187,0.0166176551030402
"1970-10-01 05:30:00",0.972606391079821,0.631805597082024,0.027393608920179
"1970-10-02 05:30:00",0.923701576417195,0.297233709563823,0.076298423582805
"1970-10-03 05:30:00",0.924275140976074,0.27877890699304,0.0757248590239261
"1970-10-04 05:30:00",0.946131439705078,0.457002469178678,0.0538685602949217
"1970-10-05 05:30:00",0.913756656006606,0.305647866110845,0.0862433439933943
"1970-10-06 05:30:00",0.913854164088109,0.393032397051296,0.0861458359118907
"1970-10-07 05:30:00",0.925472134561877,0.376413722654564,0.0745278654381226
"1970-10-08 05:30:00",0.928643878106715,0.379887079246325,0.0713561218932847
"1970-10-09 05:30:00",0.943076574825315,0.441629612594502,0.056923425174685
"1970-10-10 05:30:00",0.941185753109111,0.442666036700852,0.0588142468908887
"1970-10-11 05:30:00",0.942388565880104,0.446199088113432,0.0576114341198959
"1970-10-12 05:30:00",0.956001962367541,0.443827817832222,0.0439980376324589
"1970-10-13 05:30:00",0.956474879144385,0.439704688492889,0.0435251208556153
"1970-10-14 05:30:00",0.95726925192655,0.506818769405592,0.0427307480734497
"1970-10-15 05:30:00",0.95266020055924,0.496360137126946,0.0473397994407599
"1970-10-16 05:30:00",0.950319539609067,0.47345621289865,0.0496804603909335
"1970-10-17 05:30:00",0.962829549454113,0.496053437786129,0.0371704505458875
"1970-10-18 05:30:00",0.961174108296582,0.547101785875437,0.0388258917034183
"1970-10-19 05:30:00",0.967216079423316,0.526120305947301,0.0327839205766837
"1970-10-20 05:30:00",0.975357150725953,0.530863437541965,0.0246428492740466
"1970-10-21 05:30:00",0.973639843149168,0.585311078977531,0.026360156850832
"1970-10-22 05:30:00",0.977586689111782,0.584730113507732,0.0224133108882182
"1970-10-23 05:30:00",0.978392715627189,0.682200878407222,0.0216072843728113
"1970-10-24 05:30:00",0.979231688323881,0.723464507111609,0.0207683116761191
"1970-10-25 05:30:00",0.974501802005156,0.75644687738464,0.0254981979948441
"1970-10-26 05:30:00",0.975613386138631,0.770861749858362,0.0243866138613692
"1970-10-27 05:30:00",0.97554139485624,0.773246894578225,0.02445860514376
"1970-10-28 05:30:00",0.975112877790988,0.76460632675004,0.0248871222090121
"1970-10-29 05:30:00",0.978566453865293,0.76705625149077,0.0214335461347066
"1970-10-30 05:30:00",0.980117073494014,0.807431288691543,0.019882926505986
"1970-10-31 05:30:00",0.975025720265113,0.747315834540695,0.024974279734887
"1970-11-01 05:30:00",0.976672728909638,0.810370621347593,0.0233272710903621
"1970-11-02 05:30:00",0.977995774808708,0.870021048642983,0.0220042251912918
"1970-11-03 05:30:00",0.959667680348016,0.732065147563102,0.0403323196519844
"1970-11-04 05:30:00",0.952253115536074,0.704626950805387,0.0477468844639263
"1970-11-05 05:30:00",0.937864766703443,0.604071044404297,0.0621352332965569
"1970-11-06 05:30:00",0.934842983235535,0.574955199784683,0.0651570167644652
"1970-11-07 05:30:00",0.951228266489986,0.586354403926676,0.0487717335100139
"1970-11-08 05:30:00",0.94846467391989,0.568009849162724,0.0515353260801097
"1970-11-09 05:30:00",0.944697257548033,0.614755984708726,0.055302742451967
"1970-11-10 05:30:00",0.943825201012157,0.60751974017296,0.0561747989878434
"1970-11-11 05:30:00",0.942058487111074,0.589391249263261,0.0579415128889261
"1970-11-12 05:30:00",0.946647721272559,0.582385369827778,0.0533522787274413
"1970-11-13 05:30:00",0.936397662995882,0.581904535170833,0.063602337004118
"1970-11-14 05:30:00",0.938186014200897,0.647524398274883,0.0618139857991025
"1970-11-15 05:30:00",0.933249716801058,0.709004025303111,0.0667502831989414
"1970-11-16 05:30:00",0.93507193969259,0.730320699491688,0.0649280603074102
"1970-11-17 05:30:00",0.941300423666268,0.72469287941886,0.0586995763337319
"1970-11-18 05:30:00",0.942507216926785,0.724145146463555,0.0574927830732151
"1970-11-19 05:30:00",0.94234189302699,0.738175978314303,0.05765810697301
"1970-11-20 05:30:00",0.940378843941698,0.717152885715722,0.0596211560583016
"1970-11-21 05:30:00",0.942075266779064,0.78259575319495,0.0579247332209366
"1970-11-22 05:30:00",0.944104015191959,0.774719536204263,0.055895984808041
"1970-11-23 05:30:00",0.947991888635012,0.756014854309148,0.0520081113649879
"1970-11-24 05:30:00",0.962129895238772,0.759219120105653,0.037870104761228
"1970-11-25 05:30:00",0.957625635532894,0.734222010127228,0.042374364467106
"1970-11-26 05:30:00",0.962676326207023,0.739847024658765,0.0373236737929767
"1970-11-27 05:30:00",0.962523815645785,0.712998707202944,0.0374761843542149
"1970-11-28 05:30:00",0.963604678233522,0.714756654920054,0.0363953217664778
"1970-11-29 05:30:00",0.963769494893093,0.697091556703797,0.0362305051069069
"1970-11-30 05:30:00",0.971634841313399,0.745980309299332,0.0283651586866009
"1970-12-01 05:30:00",0.971258208457632,0.736735568827085,0.0287417915423678
"1970-12-02 05:30:00",0.972500321240585,0.747580800329536,0.0274996787594145
"1970-12-03 05:30:00",0.969130372000167,0.759097443621828,0.0308696279998326
