"","beta12","beta13","beta21","beta23","beta31","beta32"
"1970-12-10 05:30:00",-0.0278290212121359,6.43972880301504,-0.0278290212121359,0.00328572709878833,6.43972880301504,1.81063794912292
"1970-12-11 05:30:00",0.00402913365734314,7.53366541527301,0.00402913365734314,0.00360724793328552,7.53366541527301,2.19864757250167
"1970-12-12 05:30:00",-0.000914039024013133,8.13221273876335,-0.000914039024013133,0.00366195361065162,8.13221273876335,2.00655311270312
"1970-12-13 05:30:00",-0.0250771706338952,8.08306494208974,-0.0250771706338952,0.00399838759347885,8.08306494208974,2.25492935356085
"1970-12-14 05:30:00",-0.030861258152599,7.71473907893944,-0.030861258152599,0.00410349978808886,7.71473907893944,2.29905514306017
"1970-12-15 05:30:00",-0.0233481496319377,7.52057964327703,-0.0233481496319377,0.00433446780906453,7.52057964327703,2.48921179387025
"1970-12-16 05:30:00",-0.0269077615481952,6.03492623228321,-0.0269077615481952,0.00501463499225644,6.03492623228321,2.28376038577503
"1970-12-17 05:30:00",-0.025414642565895,5.74869779402728,-0.025414642565895,0.00539553911361307,5.74869779402728,2.35113452936087
"1970-12-18 05:30:00",-0.0233582732673829,5.51314392409303,-0.0233582732673829,0.00524530382800076,5.51314392409303,2.33895711891449
"1970-12-19 05:30:00",-0.0238964241599916,5.10575553191617,-0.0238964241599916,0.00569894880618902,5.10575553191617,2.24605478345186
"1970-12-20 05:30:00",-0.0446603257065713,5.43014173044371,-0.0446603257065713,0.00553739271171495,5.43014173044371,2.25223137659164
"1970-12-21 05:30:00",-0.0503854725248861,5.95438753685779,-0.0503854725248861,0.00558546910404229,5.95438753685779,2.20794651152028
"1970-12-22 05:30:00",-0.0340138510595426,6.09127932567154,-0.0340138510595426,0.00533230025240305,6.09127932567154,2.20775019867172
"1970-12-23 05:30:00",0.0164197771127391,6.05174061909135,0.0164197771127391,0.00486597661728535,6.05174061909134,6.42309901855818
"1970-12-24 05:30:00",0.0144141192094177,5.66047177140108,0.0144141192094177,0.00492799314339571,5.66047177140108,6.0392987829087
"1970-12-25 05:30:00",0.0145177056547905,5.5604493971468,0.0145177056547905,0.00517037576567825,5.5604493971468,5.8767476776525
"1970-12-26 05:30:00",0.0095319623529881,5.18895618866957,0.0095319623529881,0.00472969544706445,5.18895618866957,4.83101353327374
"1970-12-27 05:30:00",0.0161671051254409,5.30476800092672,0.0161671051254409,0.00515752942687269,5.30476800092672,5.34884703376151
"1970-12-28 05:30:00",0.0145492463295404,3.64187538985008,0.0145492463295404,0.00812780037733582,3.64187538985008,5.52056638510916
"1970-12-29 05:30:00",0.0279556167623554,4.38413391557481,0.0279556167623554,0.00807469942637077,4.38413391557481,5.50932128258461
"1970-12-30 05:30:00",0.0225285747527225,3.80074767355436,0.0225285747527225,0.00746246231636601,3.80074767355436,4.21579903507338
"1970-12-31 05:30:00",0.0342155446265049,3.52079020896049,0.0342155446265049,0.00647880641753805,3.52079020896049,3.67124448353209
"1971-01-01 05:30:00",0.0191990070674423,3.64701587861581,0.0191990070674423,0.00516283559232907,3.64701587861581,2.95622211851539
"1971-01-02 05:30:00",0.0187444287035584,3.52417883587185,0.0187444287035584,0.0052265467117116,3.52417883587185,3.14571367132825
"1971-01-03 05:30:00",0.00152551262578536,3.94795259064329,0.00152551262578536,0.00447262371605262,3.94795259064329,2.9370105238199
"1971-01-04 05:30:00",0.00144519124116605,3.88284995794049,0.00144519124116605,0.00454492250111792,3.88284995794049,2.88657951670849
"1971-01-05 05:30:00",0.0259867584159462,3.77598096155127,0.0259867584159462,0.00300615694953373,3.77598096155127,2.34215025814515
"1971-01-06 05:30:00",0.0248060807122916,3.82756735285244,0.0248060807122916,0.00312469588179881,3.82756735285244,2.25867290109158
"1971-01-07 05:30:00",0.0252698083034257,3.71008144697271,0.0252698083034257,0.0031467941952983,3.71008144697271,2.1512560559609
"1971-01-08 05:30:00",0.0231198954658063,3.76775876357809,0.0231198954658063,0.003199508691235,3.76775876357809,2.08988799854788
"1971-01-09 05:30:00",0.0222678591997555,3.08754277065159,0.0222678591997555,0.00507756649306608,3.08754277065159,2.49114403851319
"1971-01-10 05:30:00",0.0114252266358472,3.08098744880383,0.0114252266358472,0.00530443494048113,3.08098744880383,2.6046591537742
"1971-01-11 05:30:00",0.00966251024375117,2.98047561573118,0.00966251024375117,0.00540310644469308,2.98047561573118,2.54734601350346
"1971-01-12 05:30:00",0.00903410513554489,2.63205899766008,0.00903410513554489,0.00652618467200116,2.63205899766008,2.36703388158016
"1971-01-13 05:30:00",0.00624194732007371,2.56012381527029,0.00624194732007371,0.00666998101807272,2.56012381527029,2.31401350110617
"1971-01-14 05:30:00",0.0181257399712895,3.03994145455607,0.0181257399712895,0.00736264372709204,3.03994145455607,2.44354561568307
"1971-01-15 05:30:00",0.0355312567377525,3.08587559974557,0.0355312567377525,0.00604888807159262,3.08587559974557,2.4565031712467
"1971-01-16 05:30:00",0.0293943770924823,2.98438959859146,0.0293943770924823,0.00584958831334314,2.98438959859146,2.44277803863805
"1971-01-17 05:30:00",0.0276797068365573,2.86767118758164,0.0276797068365573,0.00626189527558289,2.86767118758164,2.75892272737242
"1971-01-18 05:30:00",0.0269634973656107,2.82490417435426,0.0269634973656107,0.00629748445841446,2.82490417435426,2.69039080326722
"1971-01-19 05:30:00",0.0506320857005139,3.724178502204,0.0506320857005139,0.00665210720929794,3.724178502204,2.8436644723886
"1971-01-20 05:30:00",0.0483631343855583,3.62113459673184,0.0483631343855583,0.00671224390786033,3.62113459673184,2.80621131788
