DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Crop Area (Ha.),Total Human Labour (Hrs.),Total Animal Labour (Hrs.),Hired Machine (Hrs.),Total Machine Hours (Hrs.),Total Fertiliser (Kg.),Manure (Qtl.),Insecticides (Rs.),Total Irrigation Charges (Rs.),Miscelaneous Cost (Rs.), Total Capital (Rs.)
3104,Punjab-3-24-5,310,3.8,1228.333,0,10,53.5,705.5,0,21445,4646.329,0,526700
3105,Punjab-3-24-6,167,2.65,1083,0,7,40.75,462,160,15770,14994.989,0,772260
3106,Punjab-3-24-7,398,5.3,2077.833,0,16,69,1005,120,33505,14059.143,0,1313615
3107,Punjab-3-24-8,419,5.3,1945,0,16,61.5,897,0,41369,5911.404,0,637136
3108,Punjab-3-24-9,484,6.1,2401.5,0,16,75,1149.5,200,36565,21059.447,0,1655400
3109,Punjab-3-25-10,654,10.1,2969.833,0,26,100.5,1768.5,0,58203,21843.454,0,2074718
3110,Punjab-3-25-5,102,2.4,752.5,8,25,0,532.5,0,8515,5443.967,0,108524
3111,Punjab-3-25-7,134,1.8,539.5,0,5,39,313.7,0,10554,9342,0,615324
3112,Punjab-3-25-8,115,1.9,611,0,5,19.5,492,0,6405,9746,0,1390490
3113,Punjab-3-25-9,595.5,9.2,2554,8,25,86.25,1345.5,250,45775,3081.02,0,1663716
3114,Punjab-3-26-10,152,2.4,818,0,9,18,581,0,12650,4720,0,704780
3115,Punjab-3-26-3,137.5,1.79,834.25,1,7,21.5,352,0,9605,2148.148,0,232284
3116,Punjab-3-26-4,117.6,1.8,719,0,7.5,26,390.4,0,5562,15730,0,284470
3117,Punjab-3-26-5,153,2.2,748,7,3,15,445,0,11150,2133.333,0,740006
3118,Punjab-3-26-6,132,2.2,932.25,0,5.75,24,498,0,7190,6168.897,0,355420
3119,Punjab-3-26-7,204,2.8,1025,0,8,33,624,0,15123,13172.728,0,1179324
3120,Punjab-3-26-8,207,3.58,1730.5,0,10,41,693,0,9898,8672.133,0,1913235
3121,Punjab-3-26-9,219,3,1152.167,0,8,51,773,0,23945,23012,0,314650
3122,Punjab-3-27-1,76.3,0.7,266,0,2,13,227.6,210,8079,2942.27,100,241115
3123,Punjab-3-27-10,346.3,6.65,2175.75,0,19,72,1524.4,0,46442,10814.128,0,1071400
3124,Punjab-3-27-2,58.57,0.85,329.25,0,2.75,10.25,159.6,0,9240,4226,0,75115
3125,Punjab-3-27-3,89,1.4,480.25,0,3.75,25.25,424.7,0,12884,2094.895,535,223220
3126,Punjab-3-27-4,93.75,1.25,408.667,0.75,3.75,11,226.5,0,8556,6006,440,283965
3127,Punjab-3-27-5,91.6,1.6,576.75,6.75,5,23.25,387.15,0,14425,2886.468,90,568556
3128,Punjab-3-27-6,203,3.35,1070.5,0,10.75,35.5,794,0,23014,8840.151,1575,542710
3129,Punjab-3-27-7,209,2.55,865,0,7.5,29.5,596.5,0,19146,2878.618,0,813350
3130,Punjab-3-27-8,244.5,3.35,1101.333,0,12,44.25,942,0,39010,3303.533,775,839070
3131,Punjab-3-27-9,224,3.05,1090.75,0,21.75,62,1049.3,0,19784,6852.255,0,918690
3132,Punjab-3-28-10,329.95,5.7,2228,16.5,10,95.5,855.4,0,42765,12840.239,0,3047775
3133,Punjab-3-28-2,58.4,0.8,269.75,0,10,0,125,0,3170,2300.768,0,19250
3134,Punjab-3-28-3,90.6,1.4,538.5,0,2.25,21.25,125.3,0,10473,3455.299,0,264730
3135,Punjab-3-28-4,42,0.6,192.5,0,1,6,90.5,0,1714,1527.976,0,142705
3136,Punjab-3-28-5,37,0.6,242,0,1,10,92.5,0,6582,2808.379,0,358090
3137,Punjab-3-28-6,56.35,0.8,269.5,0,1.25,8.25,125,0,7263,1399.658,0,134885
3138,Punjab-3-28-7,239.62,3.5,867,0,6.75,29.75,643,0,21255,5358.062,0,626820
3139,Punjab-3-28-8,372.4,5.78,2116,0,14.5,156.25,733.2,0,43120,8507.3,0,470650
3140,Punjab-3-28-9,270.45,4.56,1828,0,7.5,50.5,757.8,150,30739,7748.636,0,462600
3141,Punjab-3-29-10,291.6,6.6,2183.5,0,11,98,1072,0,31000,7966.516,800,913300
3142,Punjab-3-29-4,61.6,1.4,463,3,20,0,324,0,6950,3410,0,46097
3143,Punjab-3-29-5,82.5,1.1,328,0,3,17,158,0,6900,2794,0,304095
3144,Punjab-3-29-6,155.2,2.8,984,0,5,32,554,0,14355,4917.656,0,922410
3145,Punjab-3-29-7,46.8,1.18,420,0,3,13,201,0,5625,944.615,0,284700
3146,Punjab-3-29-8,49.2,1.2,386.5,0,3,18.5,127,0,6900,2442,0,176345
3147,Punjab-3-29-9,363.2,7.38,2109.5,2.5,13,94,969,0,44000,6600.337,0,625264
3148,Tamil Nadu-1-1-1,79.71,1.84,1004,0,19.5,180,579.5,0,1200,9253.439,0,27696
3149,Tamil Nadu-1-1-10,327.6,5.67,2071,0,28,700,1316,0,2870,18847.143,0,149081
3150,Tamil Nadu-1-1-2,140.63,2.82,1508,0,75.5,285,827.6,0,2570,7420,0,66300
3151,Tamil Nadu-1-1-3,202.22,4.38,1906,0,42.5,420,1105.4,0,3465,9670,0,110670
3152,Tamil Nadu-1-1-4,174.9,3.66,2156.334,0,36.5,360,865.8,0,2845,11490,0,70980
3153,Tamil Nadu-1-1-5,191.1,4,1979.667,0,15,420,857,0,2780,12610.036,0,621356
3154,Tamil Nadu-1-1-6,22.3,0.64,346,0,6,60,103.3,0,250,7937.02,0,19894
3155,Tamil Nadu-1-1-7,18.9,0.52,308.833,0,6,50,87.4,0,205,5817.5,0,26310
3156,Tamil Nadu-1-1-8,200.1,3.71,1390,0,19,280,900,0,2790,6841.046,0,213263
3157,Tamil Nadu-1-1-9,1179.75,24.96,9299.666,0,120,2530,5816,0,21260,28810.338,0,732645
3158,Tamil Nadu-1-2-1,124.21,2.13,856.666,1.5,21,212,567.78,50,1976,5115.705,0,240732
3159,Tamil Nadu-1-2-10,1349.99,22.71,6659.001,19.5,123.25,2392,5858.926,489,31952,26630,0,1828992
3160,Tamil Nadu-1-2-2,133.99,2.31,959.666,2,27,230,603.5,50,3126,5310,0,392958
3161,Tamil Nadu-1-2-3,187.48,3.15,1401.666,2,22.25,331.5,850.15,75,4332,6920,0,1050804
3162,Tamil Nadu-1-2-4,427.2,6.96,2152.667,6,36,733,1663.412,170,8745,7063.659,0,1059228
3163,Tamil Nadu-1-2-5,478.36,8.13,2780.668,6.5,89.25,813,2039.66,0,13073,9830,0,535590
3164,Tamil Nadu-1-2-6,560.93,9.3,3079,8,52.9,979,2399.616,250,18741,8825.674,0,919392
3165,Tamil Nadu-1-2-7,392.72,6.44,1927,8,65.5,644,1675.732,0,9495,8026.34,0,211074
3166,Tamil Nadu-1-2-8,536.51,9.36,3004.334,0,47.95,989.5,2249.548,0,7918,9077.54,0,486120
3167,Tamil Nadu-1-2-9,853.41,14.55,4734.333,12,148.15,1455,3899.36,360,14010,16370,0,745992
3168,Tamil Nadu-1-3-2,43.8,0.9,404,0,13.5,70,192,45,1000,2809.17,0,94909
3169,Tamil Nadu-1-3-3,61.3,1.19,560.666,0,19.5,95,276.6,60,2635,1791.47,0,215214
3170,Tamil Nadu-1-3-4,103.9,2,959.667,0,28,150,543.5,100,3760,2660,0,315363
3171,Tamil Nadu-1-3-5,139.8,2.56,1171.333,0,33,195,628,140,5085,2770,0,312336
3172,Tamil Nadu-1-3-6,240.55,5,2195.666,0,43.75,399,1200.5,260,11510,4690,0,943560
3173,Tamil Nadu-1-3-7,191.9,4.01,1827.001,0,25.75,329,961.5,200,3640,4068.434,0,917007
3174,Tamil Nadu-1-3-8,297.4,5.62,2310.668,0,45.5,450,1298,290,10450,5229.557,0,813568
3176,Tamil Nadu-2-10-7,67.5,1.6,866.667,0,38,140,542,50,2390,13195.263,0,102468
3177,Tamil Nadu-2-10-9,247.5,6.06,3115,0,115,642,1626,160,19195,38055,0,280628
3178,Tamil Nadu-2-11-10,466.8,8.49,4244.999,105,50,720,1977,74,8883,32769.216,0,895830
3179,Tamil Nadu-2-11-3,62.75,1.06,605.416,13,12.25,85,232,80,1523,9850.5,0,48590
3180,Tamil Nadu-2-11-4,37.8,0.72,368.333,10,5,65,166.6,0,1120,2055.409,0,143515
3181,Tamil Nadu-2-11-5,78.2,1.31,764.5,16,19.5,115,340.4,15,1015,9365.452,0,123342
3182,Tamil Nadu-2-11-6,21,0.4,200.333,5,4.5,30,101,5,150,2140.32,0,30167
3183,Tamil Nadu-2-11-7,44.25,0.8,448,11,9.75,70,162.2,0,1415,3057.239,0,48854
3184,Tamil Nadu-2-11-8,73.5,1.4,739.5,17,8.5,127,281.19,0,2165,4351.751,0,600718
3185,Tamil Nadu-2-11-9,136.25,2.44,1305,28,15,223,624,0,4394,7687.763,0,840215
3186,Tamil Nadu-2-12-1,16.4,0.4,177.667,0,8,30,96.5,0,670,1636.286,0,97616
3187,Tamil Nadu-2-12-2,9.2,0.2,105.5,0,4,15,46.4,0,295,607.143,0,89402
3188,Tamil Nadu-2-12-3,12.75,0.3,133.75,0,5.75,23,69,0,300,1160.714,0,91320
3189,Tamil Nadu-2-12-4,15.2,0.38,168.667,0,8,30,96.5,0,585,679.856,0,15636
3190,Tamil Nadu-2-12-5,11.8,0.3,146,0,5.75,23,86.4,0,375,720,0,101484
3191,Tamil Nadu-2-12-7,43.9,1.11,373,0,17,85,301,0,1320,2843.158,0,115268
3192,Tamil Nadu-2-12-8,55.2,1.2,521.333,0,19,90,289.5,0,2550,2588.06,0,138470
3193,Tamil Nadu-2-12-9,14.8,0.35,140.667,0,6,26,96.5,0,375,730,0,115406
3194,Tamil Nadu-2-13-1,36.2,0.6,352.333,0,15,45,102.15,55,1570,4500,0,103226
3195,Tamil Nadu-2-13-3,35.2,0.6,320,0,11,50,170.99,75,980,2593.664,0,114036
3196,Tamil Nadu-2-13-4,59,1,694.083,9,21.75,78,251.45,135,1550,2650,0,235980
3197,Tamil Nadu-2-13-8,105.4,1.83,1054,0,31,135,433,140,3040,4147.5,0,187588
3198,Tamil Nadu-2-13-9,64.7,1,858,0,18,85,255,100,2390,3050,0,254704
3199,Tamil Nadu-2-14-1,45.75,0.88,462.667,0,7,60,172.55,0,2335,19154,0,1584
3200,Tamil Nadu-2-14-10,283.5,6,2649.332,0,19,480,1093,0,5600,13457.812,0,194272
3201,Tamil Nadu-2-14-2,32.62,0.6,330,0,4.5,45,142.1,0,1215,7446.53,0,89010
3202,Tamil Nadu-2-14-5,126.75,2.57,1179.001,0,11,203.5,592,0,0,5276.761,0,680280
3203,Tamil Nadu-2-14-6,107.25,2.1,938.167,0,6.5,166,461.25,0,0,5497.871,0,325124
3204,Tamil Nadu-2-14-7,230.25,5.16,2702.667,0,16,411,996,0,14400,29112.712,0,858240
3205,Tamil Nadu-2-14-8,213,4.56,1632.666,0,15,284,849,0,1100,13497.043,0,348060
3206,Tamil Nadu-2-14-9,267,5.28,2226.334,0,47,395,998.5,0,12150,24440.67,0,227262
3207,Tamil Nadu-2-15-1,53.24,1.2,487.584,0,7.25,90,336.5,30,570,6554.73,0,95196
3208,Tamil Nadu-2-15-10,339.35,7.8,2998.333,0,22,632,1817,150,8420,29765.462,0,158524
3209,Tamil Nadu-2-15-4,154.8,3.22,1502,0,154,240,791,190,0,15392.764,4000,75896
3210,Tamil Nadu-2-15-5,185.32,4.04,1439,0,34.5,300,1105,200,7320,18906.16,200,109328
3211,Tamil Nadu-2-15-6,238.7,4.82,1852,0,49,360,1390,60,6030,16028.081,6000,308388
3212,Tamil Nadu-2-15-7,356.05,8.08,3028.333,0,22,636,1885,420,9190,31525.13,280,759410
3213,Tamil Nadu-2-15-8,454,9.26,3271.666,0,25.5,766,2529,210,7160,39016.25,0,1959960
3214,Tamil Nadu-2-15-9,569.3,11.9,3746,0,123,900,3085,450,20300,36431.853,15000,179464
3215,Tamil Nadu-2-16-10,135,2.31,762.667,0,18,198,627,100,2780,12197.872,0,439884
3216,Tamil Nadu-2-16-2,44.2,0.86,297.666,0,8.5,72,239.3,0,840,8244.643,0,243188
3217,Tamil Nadu-2-16-3,40,0.8,294.666,0,15,60,230,40,640,2345.116,0,77332
3218,Tamil Nadu-2-16-4,91,1.59,573.667,0,9,139.5,485.5,60,1755,11442.875,0,646540
3219,Tamil Nadu-2-16-5,80.5,1.5,481.999,0,25,115,427.5,0,1565,6083.535,0,291380
3220,Tamil Nadu-2-16-6,150,2.79,910,0,40,210,561,0,3735,12456.818,0,204008
3221,Tamil Nadu-2-16-7,45,0.8,318.667,0,6,71,193,45,990,1959.476,0,184158
3222,Tamil Nadu-2-16-8,219.5,4.36,1447.333,0,33,368,1223,0,5630,8393.768,0,728624
3223,Tamil Nadu-2-16-9,246.2,4.87,1491,0,66.5,365,1330,0,5170,8840,0,183992
3224,Tamil Nadu-2-4-10,25.25,0.8,511.333,0,8,85.5,234.25,0,940,5474.017,0,150142
3225,Tamil Nadu-2-4-5,82,2.14,1332.001,5,26.5,135,668,80,1850,25392.8,0,173816
3226,Tamil Nadu-2-4-7,8.25,0.4,271,0,8,40,114.18,30,600,7580.3,0,56722
3227,Tamil Nadu-2-4-8,46.5,1.6,1097,0,24.5,140,363.9,50,1880,24346.14,0,163932
3228,Tamil Nadu-2-4-9,10.5,0.6,378.5,0,6.5,54,84.5,40,805,7901.871,0,302450
3229,Tamil Nadu-2-5-1,26.25,0.56,279.499,3,8,35,146.45,15,420,5640,0,303196
3230,Tamil Nadu-2-5-10,116.35,2.9,1225.001,8,51.5,126,720.5,30,5100,15203.283,0,50828
3231,Tamil Nadu-2-5-2,10.5,0.2,135,2,10.5,5,85,0,160,1754.188,0,107774
3232,Tamil Nadu-2-5-3,30,0.74,300.667,0,13,24,157,10,320,2411.911,0,226736
3233,Tamil Nadu-2-5-4,128.7,2.9,1417.668,26,44,208,755,60,2230,9601.415,0,768300
3234,Tamil Nadu-2-5-5,83.75,2.22,869.167,17,38,129,496.45,0,1086,9965.404,0,464144
3235,Tamil Nadu-2-5-6,135.65,3.3,1420.5,26,42.5,280,630.5,50,2100,9130,0,358854
3236,Tamil Nadu-2-5-8,58.75,1.2,630.667,14,23.5,80,311.75,65,1030,7642.357,0,115344
3237,Tamil Nadu-2-5-9,61.15,1.3,566.833,10,19.5,105,344.75,50,1045,13690.864,0,356256
3238,Tamil Nadu-2-7-1,116.75,2.22,607.666,0,57,180,285,40,3680,8270,0,338721
3239,Tamil Nadu-2-7-10,205.5,3.81,1239.833,4,42,340,675.7,0,7168.5,15410,0,1523016
3240,Tamil Nadu-2-7-2,62.25,1.28,395.667,0,32,100,229,0,1905,6450,0,240568
3241,Tamil Nadu-2-7-3,101.25,1.89,659.334,0,45,134,375.9,0,5020,8500,0,152166
3242,Tamil Nadu-2-7-4,305.2,4.62,1451.666,17,69,426,935.7,50,12302,22850,0,414492
3243,Tamil Nadu-2-7-5,373,5.62,2374.833,56,133.5,650,875.25,140,13095,25800,0,1175460
3244,Tamil Nadu-2-7-6,282.5,4.34,1510.001,0,56,472,685.5,0,10157.5,20030,0,1034730
3245,Tamil Nadu-2-7-8,274.25,5.64,1857.667,60,77.5,480,975,180,14775,22200,0,808458
3246,Tamil Nadu-2-7-9,333.75,5.82,2041.333,60,121,445,975,150,18660,20450,0,1589196
3250,Tamil Nadu-2-8-9,25,0.8,306,0,12.5,80,204,0,1800,640,0,94275
3251,Tamil Nadu-2-9-3,30,0.56,232,0,5,49,160,30,712,1800,0,366800
3252,Tamil Nadu-2-9-6,11.5,0.25,129.417,10,2.75,25,59.5,5,260,630,0,142355
3253,Tamil Nadu-2-9-9,46.75,1.07,490.834,5,8,96,238.7,10,1876,4310,0,577206
3254,Tamil Nadu-3-17-1,23.6,0.8,514,0,19,60,182.8,30,800,3567.2,750,13171
3255,Tamil Nadu-3-17-10,218.7,4.05,2489.334,0,17,393,978,320,3170,8026.191,0,339572
3256,Tamil Nadu-3-17-2,86.6,1.6,971.667,0,36,76,374.6,60,1654,3870,0,29890
3257,Tamil Nadu-3-17-3,137.6,3.14,2461.335,0,71,240,694,60,4240,9390,0,152725
3258,Tamil Nadu-3-17-4,125,2.4,1957.333,0,52.5,180,534.1,60,1850,9060,0,83584
3259,Tamil Nadu-3-17-5,293.6,5.6,3585.334,0,0,393,1289.5,108,5950,19140.316,0,193912
3260,Tamil Nadu-3-17-6,236.9,4.8,2800.334,0,18.5,311.5,1101.66,92,3739,13070,0,660192
3261,Tamil Nadu-3-17-7,217.75,5.46,3039.666,0,23,400,1242.28,152,4860,38819.298,2494,1734150
3262,Tamil Nadu-3-17-8,435.5,8.12,4690.333,0,31,701,1947.9,155,6535,26694.893,0,873976
3263,Tamil Nadu-3-17-9,424.4,8.12,4743.667,0,32.5,585,1791,162,5885,27454.448,0,1353176
3264,Tamil Nadu-3-18-1,72,1.6,747.333,0,18,88,301.12,0,288,5900,0,35520
3265,Tamil Nadu-3-18-10,367,8.08,3051.666,0,20,522,1369.4,0,1380,17200,0,627464
3266,Tamil Nadu-3-18-2,72.6,1.6,748.667,0,19,78,316.6,0,288,5440,0,43636
3267,Tamil Nadu-3-18-3,66.4,1.61,546.667,0,20,72,425.4,0,768,3507.701,0,34026
3268,Tamil Nadu-3-18-4,148.4,3.22,1252.333,0,8,210,678.4,0,768,18128.808,0,181628
3269,Tamil Nadu-3-18-5,219.3,4.84,1958,0,48,264,917.5,0,2248,10700,0,74360
3270,Tamil Nadu-3-18-6,222,4.84,1918,0,47,234,955.6,0,1228,10580,0,44500
3271,Tamil Nadu-3-18-7,368,8.08,3116.334,0,20,500,1412,0,1440,17000,0,230344
3272,Tamil Nadu-3-18-8,222,4.84,1795,0,12,303,863.65,0,1048,10020,0,547204
3273,Tamil Nadu-3-18-9,408.5,8.08,3084,0,20,448,1323.4,0,1050,16460,0,571612
3274,Tamil Nadu-3-19-1,15.03,0.81,321.5,0,7.5,61,117.36,0,270,5150,0,10684
3275,Tamil Nadu-3-19-10,214.33,7.65,2086.833,0,28.5,617.5,1686.36,30,4669,10220,0,1109816
3276,Tamil Nadu-3-19-2,35.15,0.84,270.333,0,7,50,190.8,0,1150,12000,0,5342
3277,Tamil Nadu-3-19-3,42.97,1.85,676.75,0,11.25,140,261.3,0,688,11400,0,2836
3278,Tamil Nadu-3-19-4,37.2,2,457.333,0,17.5,150,275,0,1100,11000,0,2836
3279,Tamil Nadu-3-19-5,106.37,3.27,964.5,0,23.5,247,424,0,2138,18850,0,14264
3280,Tamil Nadu-3-19-6,62.65,3.84,1102.167,0,13.5,307.5,788.73,0,1925,4580,0,647348
3281,Tamil Nadu-3-19-7,153.29,4.69,1727.667,0,42,343,885.92,0,3110,7260,0,116420
3282,Tamil Nadu-3-19-8,107.88,4.45,1336.5,0,36,325,639.74,0,1870,26000,0,6852
3283,Tamil Nadu-3-19-9,157.58,6.06,1961.833,0,50,456,915.38,21,3513,7390,0,41550
3284,Tamil Nadu-3-20-1,82.88,1.6,549.667,0,29,76,325,0,956,8026.196,0,60004
3285,Tamil Nadu-3-20-10,576.71,11.12,5213.5,0,158,840,1932.4,0,4400,47350,0,731696
3286,Tamil Nadu-3-20-2,82.33,1.68,611.167,0,28,81,348.6,0,848,12000,0,2808
3287,Tamil Nadu-3-20-3,128.4,2.4,954.5,0,36,114,390.5,0,1822,18000,0,4872
3288,Tamil Nadu-3-20-4,63.6,1.18,470.5,0,15,100,217.6,0,496,8409.633,0,126240
3289,Tamil Nadu-3-20-5,292.57,5.4,2528.833,0,76.25,410,1015.2,0,1914,40900,0,16608
3290,Tamil Nadu-3-20-6,256.1,4.8,1887.5,0,23.5,276,1020.4,0,1584,16850,0,552840
3291,Tamil Nadu-3-20-7,410,8.02,3238.5,0,23.5,695,1370,0,7990,26800,0,678668
3292,Tamil Nadu-3-20-8,404.43,8.56,2985.167,0,137,416,1609.8,0,3580,33900,0,250000
3293,Tamil Nadu-3-20-9,502.88,8.98,2985.5,0,140.5,430,1430.7,0,7095,35650,0,85308
3294,Tamil Nadu-3-21-1,38,0.91,454,0,6,60,96.5,0,300,7600,0,2318
3295,Tamil Nadu-3-21-10,603.37,15.56,3219.667,0,118,1146,3087,0,42245,9120,0,135650
3296,Tamil Nadu-3-21-2,12.95,0.93,291.667,0,6,90,119.6,0,300,5250,0,1737
3297,Tamil Nadu-3-21-3,182.76,3.68,1563.333,0,26.5,270,732.28,7.5,3800,7336.134,0,56724
3298,Tamil Nadu-3-21-4,34.74,1.87,400,0,14,160,239.2,0,0,7500,0,2051
3299,Tamil Nadu-3-21-5,186.01,5.1,2019.667,0,38.5,510,988.28,0,2800,9661.886,0,107404
3300,Tamil Nadu-3-21-6,232.75,6.02,1034.667,0,51.5,120,1143.44,0,7700,11230.978,0,197928
3301,Tamil Nadu-3-21-7,99.23,4.2,706.667,0,31,350,435,0,0,11000,0,1747
3302,Tamil Nadu-3-21-8,305.77,8.51,2276.334,0,60,615,1150,0,4350,8632.164,0,70596
3303,Tamil Nadu-3-21-9,715.05,15,3891,0,108.5,1005,2205.5,0,9840,9182.286,0,40952
3304,Tamil Nadu-3-22-1,26,0.81,295,0,10,60,186,0,2450,3500,750,1858
3305,Tamil Nadu-3-22-10,364,9.74,3870,0,29.75,849,2355.3,0,28383,59000,8909,2234070
3307,Tamil Nadu-3-22-3,40,1.11,451.667,0,14,85,243,0,3475,4800,1032,44401.152
3308,Tamil Nadu-3-22-4,54.5,1.21,456,0,16.75,90,279,0,3600,3478.02,1125,3504
3309,Tamil Nadu-3-22-5,115,2.83,870.667,0,26,210,628,0,8150,7134.4,2625,13034
3310,Tamil Nadu-3-22-6,107.6,2.83,1230,0,30.75,210,683.9,0,8510,17200,2563,8382
3311,Tamil Nadu-3-22-7,114.5,2.83,1246,0,35.25,210,744,0,8450,14400,2626,14920
3312,Tamil Nadu-3-22-8,182,4.05,1223,0,12,340,930,0,11900,10255.7,3750,334574
3313,Tamil Nadu-3-22-9,171,4.45,1394,0,11.5,363,1023,0,12850,20700,4125,637940
3314,Tamil Nadu-3-23-1,39.64,0.86,727,0,13.5,65,206.9,45,360,2853.76,0,64850
3315,Tamil Nadu-3-23-10,315.13,5.71,4029.501,0,46,465.5,1933.9,19,10338,8139.78,0,676760
3316,Tamil Nadu-3-23-2,41.71,1,868.749,0,13.75,75,215,38,874,7900,0,10830
3317,Tamil Nadu-3-23-3,85.13,1.72,1295.083,0,13.75,140.5,449.1,45,1652,6073.087,0,398670
3318,Tamil Nadu-3-23-4,89.81,1.87,1310.666,0,24.75,140,446.3,145,738,6956.04,0,112948
3319,Tamil Nadu-3-23-5,88.2,2.02,1165.501,0,25,123,601.56,59,7585,3262.5,0,109968
3320,Tamil Nadu-3-23-6,92.35,2.16,1242.666,0,25,162,522.22,165,1425,16200,0,6938
3321,Tamil Nadu-3-23-7,196.29,4.04,2476.667,0,51.25,303,1063.98,0,6098,2950,0,268848
3322,Tamil Nadu-3-23-8,260.34,4.45,2863.667,0,17.25,381.25,1252.01,13.5,8451,11077.234,0,479552
3323,Tamil Nadu-3-23-9,304.69,6.24,3366.334,0,78.25,468,1909.8,11,8550,4864.359,0,113344
3324,Tamil Nadu-3-24-1,32.7,0.81,558,0,8,61,186,0,1400,2894.691,0,15549
3325,Tamil Nadu-3-24-10,431.1,7.87,3300,0,74.5,718,1590.7,0,17775,13341.795,0,116390
3326,Tamil Nadu-3-24-2,36.4,0.81,510,0,8,61,195.2,0,1400,994.737,0,22338
3327,Tamil Nadu-3-24-3,11.5,0.27,180,0,3,22,107.4,0,403,4774.641,0,49520
3328,Tamil Nadu-3-24-4,72.4,1.61,506,0,15,161,340.8,0,3075,3790.15,0,114116
3329,Tamil Nadu-3-24-5,111.5,2.06,1500,0,19.45,160,502.7,0,3178,6914.941,0,169821
3330,Tamil Nadu-3-24-6,114.01,2.67,1614,0,22.5,200,582.4,0,3783,1900,0,68050
3331,Tamil Nadu-3-24-7,133.5,2.52,992.667,0,23.75,259,535,0,4100,1950,0,55024
3332,Tamil Nadu-3-24-8,167.5,2.86,1578,0,25,215,594.3,0,5250,2350,0,77176
3333,Tamil Nadu-3-24-9,252,5.09,1703,0,48.5,500,1127.4,0,11050,7377,0,134994
3334,Tamil Nadu-3-25-6,38.6,0.8,227,0,7.25,16,168.8,0,680,8650.46,0,248830
3335,Tamil Nadu-3-26-1,88.28,1.8,493.25,0,17.25,36,255.8,4,3356,6362.901,0,69108
3336,Tamil Nadu-3-26-10,271.2,5.36,2779,0,55.5,402,1099.8,3,902,31657.682,0,119000
3337,Tamil Nadu-3-26-2,38.95,0.97,412,0,8.5,70,164.9,0,540,13154.05,0,32774
3338,Tamil Nadu-3-26-3,64.88,1.01,375,0,10,19,215.6,3,1014,10000,0,5948
3339,Tamil Nadu-3-26-4,98.9,1.72,1018,0,17.5,123,383.3,0,2579,18703.434,0,106588
3340,Tamil Nadu-3-26-5,55.8,1.2,530,0,12,90,295.5,0,270,5337.629,0,96980
3341,Tamil Nadu-3-26-6,84.6,1.91,849,0,17.5,140,377.8,0,1557,5154.511,0,18986
3342,Tamil Nadu-3-26-7,262.68,5.36,2090,0,14,343,1159.48,3.5,11511,19171.064,0,1632104
3343,Tamil Nadu-3-26-8,162.2,3.59,1519,0,36,265,857.6,0,3868,9008.977,0,50228
3344,Tamil Nadu-3-26-9,152.5,3.2,1208,0,8.5,176,552.4,0,5011,11645.366,0,788372
3345,Tamil Nadu-3-27-1,32,0.61,492,0,7.5,50,159.35,15,1400,3076.71,0,44202
3346,Tamil Nadu-3-27-10,262.2,4.78,3247,0,15,418,1222.3,47,10000,20957.3,0,331596
3347,Tamil Nadu-3-27-3,202.2,3.63,2559,0,39,320,1057.2,47,8730,12375,0,104415
3348,Tamil Nadu-3-27-4,275.4,4.83,3394,0,53,375,1107.02,65,12550,13500.001,0,206847
3349,Tamil Nadu-3-27-5,35.5,0.8,631,0,9.5,65,226.3,8,1000,7669.48,0,95475
3350,Tamil Nadu-3-27-6,227.7,4.02,2788,0,12,343,1044.25,40,8540,23409.75,0,454664
3351,Tamil Nadu-3-27-7,126.5,2.82,1809,0,9,252,684.3,40,5600,12931.1,0,484525
3352,Tamil Nadu-3-27-8,200.3,3.76,2577,0,41,300,949.08,45,7075,26531.05,0,176472
3353,Tamil Nadu-3-27-9,242.5,4.48,3023,0,49.5,355,1114.2,90,9170,19173.7,0,172168
3354,Tamil Nadu-4-28-10,159.16,3.96,1753,0,11,333,963,0,5750,17219.73,3416,389146
3356,Tamil Nadu-4-28-3,59,1.78,683.666,0,21.5,135,427.1,0,1990,12886.51,909,134260
3357,Tamil Nadu-4-28-5,31,1,419.667,0,12,75,241.3,0,1772,5539.921,926,63372
3358,Tamil Nadu-4-28-6,157.4,4.11,1770.001,0,49,305,989.5,0,5265,22336,1500,332892
3359,Tamil Nadu-4-28-7,70,2.04,825.834,0,25.75,150,489.45,0,6107,5722.687,0,90198
3360,Tamil Nadu-4-28-8,93.6,2.61,1001,0,30,200,621,0,3200,7538.007,2243,65463
3361,Tamil Nadu-4-28-9,327.8,9.84,3559.001,0,119,740,2394.9,0,14026,56317.169,3975,355352
3362,Tamil Nadu-4-29-10,115.8,1.93,941.333,0,6.05,180,724.5,0,1315,17661.04,0,365520
3363,Tamil Nadu-4-29-2,57.7,1.37,631.333,0,12.5,70,451.28,130,1120,11058.32,140,138008
3364,Tamil Nadu-4-29-3,110.8,1.73,1072.999,0,9.5,161,931.592,125,2525,19486.785,1080,1357335
3365,Tamil Nadu-4-29-4,50.4,0.8,583.001,0,2,75,241,100,1340,20466.81,0,185576
3366,Tamil Nadu-4-29-5,107.1,1.7,1518,0,16,120,699.8,200,0,14900,0,106880
3367,Tamil Nadu-4-29-6,64.5,1.62,1122.333,0,30.65,125,591,205,0,23019.117,0,206688
