DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Sum of Main Product (Rs.),By Product (Rs.),Ha-months in ground (Ha.),Crop Area (Ha.),Family Labour (Hrs.),Family Labour (Rs.),Attached Labour (Hrs.),Attached Labour (Rs.),Casual Labour (Hrs.), Casual Labour (Rs.),Hired Animal Labour (Hrs.),Hired Animal Labour (Rs.),Owned Animal Labour (Rs.),Owned Animal Labour (Hrs.),Hired Machine (Hrs.),Hired Machine (Rs.),Own Machine (Hrs.),Own Machine (Rs.),Seed Qty. (Kg.),Seed Value (Rs.),Fertiliser (N) (Kg.),Fertiliser (N) (Rs.),Fertiliser (P) (Kg.),Fertiliser (P) (Rs.),Fertiliser (K) (Kg.),Fertiliser (K) (Rs.),Other Fertiliser (Kg.),Other Fertiliser (Rs.),Total Fertiliser (Kg.), Total Fertiliser (Rs.),Manure (Qtl.),Manure (Rs.),Insecticides (Rs.),Own Irrigation Machine (Hrs.),Own Irrigation Machine (Rs.),Hired Irrigation Machine (Hrs.),Hired Irrigation Machine (Rs.),Other Irrigation Charges (Rs),Miscelaneous Cost (Rs.),Land Revenue (Rs.),Rent Paid for Leased in Land (Rs.),Imputed Rent (Rs.),Total Depreciation (Rs.), Total Capital (Rs.),Sample No. of Growers in size group,Total Number of Growers in size group,Cluster Factor/Weight,Area of all selected crops in Village (Ha.),No. of Villages in Tehsil,Area of Crop in Zone (Ha.),Production of Crop in Zone (Qtl.),Sum of No. of Tehsils in Zone,Sum of Sample Tehsils in Zone,Sum of Area of all selected crops in Zone (Ha.),Sum of Interest on working capital rate(%),Sum of Interest on fixed capital rate(%),Sum of Minimum Rent (%age of GVO),Sum of Maximum Rent (%age of GVO),Sum of Sample Zone in State,Sum of Sample Clusters in State,Sum of Tenure,Sum of Variety,Sum of Size Group
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,126,63,2937.48,1008,9846039,41830908,826,119,15383900,87.5,70,175,175,28,315,7,330,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,108,54,2517.84,864,8439462,35855064,708,102,13186200,75,60,150,150,24,270,6,270,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,483,120.75,1190.46,624,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,66,22.002,2380.92,1248,8439462,35855064,708,102,13186200,75,60,150,150,24,270,6,300,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,644,161,1587.28,832,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,483,120.75,1190.46,624,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,644,161,1587.28,832,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,124,41.332,1587.28,832,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,124,41.332,1587.28,832,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,124,41.332,1587.28,832,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,44,14.668,1587.28,832,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,66,22.002,2380.92,1248,8439462,35855064,708,102,13186200,75,60,150,150,24,270,6,300,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,144,72,229.8,228,1406577,5975844,118,17,2197700,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,32,10.664,1838.4,1824,11252616,47806752,944,136,17581600,100,80,200,200,32,360,8,400,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,144,72,229.8,228,1406577,5975844,118,17,2197700,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,159,79.5,689.4,684,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,159,79.5,689.4,684,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,110,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,30,9.999,689.4,684,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,40,13.332,919.2,912,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,50,16.665,1149,1140,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,6.665,1149,1140,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,7.998,1378.8,1368,8439462,35855064,708,102,13186200,75,60,150,150,24,270,6,300,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,435,217.5,1210.14,666,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,48,16.002,2420.28,1332,8439462,35855064,708,102,13186200,75,60,150,150,24,270,6,220,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,435,217.5,1210.14,666,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,87,43.5,1210.14,666,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,58,29,806.76,444,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,60,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,112,37.332,1613.52,888,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,140,46.665,2016.9,1110,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,210,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,140,46.665,2016.9,1110,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,48,16.002,2420.28,1332,8439462,35855064,708,102,13186200,75,60,150,150,24,270,6,220,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,40,13.335,2016.9,1110,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,210,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,194,97,707.52,266,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,51,12.75,1061.28,399,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,291,145.5,1061.28,399,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,348,87,1415.04,532,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,261,65.25,1061.28,399,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,348,87,1415.04,532,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,261,65.25,1061.28,399,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,51,12.75,1061.28,399,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,68,17,1415.04,532,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,68,17,1415.04,532,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,94,47,300.3,126,746713,2582895,60,9,1399872,12.5,10,25,25,4,45,1,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,900.9,378,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,94,47,300.3,126,746713,2582895,60,9,1399872,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,213,106.5,900.9,378,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,213,106.5,900.9,378,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,84,42,900.9,378,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,84,42,900.9,378,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,4,600.6,252,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,8,1201.2,504,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,18,6,900.9,378,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,58,29,358.8,113,746713,2582895,60,9,1399872,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,224,112,2870.4,904,5973704,20663160,480,72,11198976,100,80,200,200,32,360,8,400,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,116,58,717.6,226,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,68,34,717.6,226,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,102,51,1076.4,339,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,236,118,1435.2,452,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,295,147.5,1794,565,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,250,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,75,37.5,1076.4,339,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,125,62.5,1794,565,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,224,112,2870.4,904,5973704,20663160,480,72,11198976,100,80,200,200,32,360,8,400,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,92,46,884.8,220,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,78,39,2654.4,660,4480278,15497370,360,54,8399232,75,60,150,150,24,270,6,200,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,23,442.4,110,746713,2582895,60,9,1399872,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,186,93,884.8,220,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,60,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,279,139.5,1327.2,330,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,160,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,92,46,884.8,220,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,98,49,884.8,220,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,110,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,15,1327.2,330,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,80,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,40,20,1769.6,440,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,130,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,65,32.5,2212,550,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,190,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,95,47.5,303.2,73,746713,2582895,60,9,1399872,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,1516,365,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,210,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,190,95,606.4,146,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,110,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,174,87,909.6,219,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,110,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,232,116,1212.8,292,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,170,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,180,180,1212.8,292,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,120,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,45,22.5,1516,365,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,180,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,36,18,1212.8,292,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,170,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,1516,365,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,220,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,219,109.5,216.2,171,746713,2582895,60,9,1399872,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,84,14,1513.4,1197,5226991,18080265,420,63,9799104,87.5,70,175,175,28,315,7,350,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,438,219,432.4,342,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,72,36,432.4,342,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,72,36,432.4,342,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,48,8,864.8,684,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,36,6,648.6,513,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,48,8,864.8,684,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,60,10,1081,855,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,250,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,4,432.4,342,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65,32.5,638.89,282,746713,2582895,60,9,1399872,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,156,156,3833.34,1692,4480278,15497370,360,54,8399232,75,60,150,150,24,270,6,300,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,130,65,1277.78,564,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,93,30.999,1916.67,846,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,93,30.999,1916.67,846,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,155,51.665,3194.45,1410,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,250,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,208,69.332,2555.56,1128,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,208,69.332,2555.56,1128,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,156,51.999,1916.67,846,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,145,145,3194.45,1410,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,240,120,539.24,498,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,88,88,2156.96,1992,5973704,20663160,480,72,11198976,100,80,200,200,32,360,8,400,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,240,120,539.24,498,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,48,539.24,498,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,144,72,808.86,747,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,93,46.5,808.86,747,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,124,62,1078.48,996,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,7.998,1617.72,1494,4480278,15497370,360,54,8399232,75,60,150,150,24,270,6,300,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,6.665,1348.1,1245,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,7.998,1617.72,1494,4480278,15497370,360,54,8399232,75,60,150,150,24,270,6,300,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,216,108,2424.54,363,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,5657.26,847,5226991,18080265,420,63,9799104,87.5,70,175,175,28,315,7,350,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,144,72,1616.36,242,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,122,61,1616.36,242,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,183,91.5,2424.54,363,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,195,97.5,2424.54,363,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,260,130,3232.72,484,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,92,30.668,3232.72,484,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,115,38.335,4040.9,605,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,138,46.002,4849.08,726,4480278,15497370,360,54,8399232,75,60,150,150,24,270,6,300,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,242,121,637.2,226,1493426,5165790,120,18,2799744,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,56,56,2230.2,791,5226991,18080265,420,63,9799104,87.5,70,175,175,28,315,7,350,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,363,181.5,955.8,339,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,108,54,1274.4,452,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,81,40.5,955.8,339,2240139,7748685,180,27,4199616,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,120,30,1593,565,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,250,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,120,30,1593,565,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,250,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,120,30,1593,565,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,250,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,96,24,1274.4,452,2986852,10331580,240,36,5599488,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,100,100,1593,565,3733565,12914475,300,45,6999360,62.5,50,125,125,20,225,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,166,83,167.74,164,1111902,4066903,80,13,1830124,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,5,838.7,820,5559510,20334515,400,65,9150620,62.5,50,125,125,20,225,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,332,166,335.48,328,2223804,8133806,160,26,3660248,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,84,42,503.22,492,3335706,12200709,240,39,5490372,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,112,56,670.96,656,4447608,16267612,320,52,7320496,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,7.5,503.22,492,3335706,12200709,240,39,5490372,37.5,30,75,75,12,135,3,150,9
